LANGUAGE,AGE,SET
language_1,"[1, 0]",669
language_2,"[0, 0]",669
language_3,"[1, 0]",669
language_5,"[1, 0]",669
language_6,"[1, 1]",669
language_8,"[0, 0]",669
language_9,"[1, 0]",669
language_10,"[1, 0]",669
language_11,"[0, 0]",669
language_12,"[1, 0]",669
language_13,"[1, 0]",669
language_16,"[1, 0]",669
language_17,"[0, 1]",669
language_18,"[1, 0]",669
language_20,"[1, 0]",669
language_21,"[1, 0]",669
language_22,"[1, 0]",669
language_24,"[1, 0]",669
language_25,"[0, 0]",669
language_26,"[1, 0]",669
language_27,"[1, 0]",669
language_29,"[1, 0]",669
language_30,"[1, 0]",669
language_31,"[1, 0]",669
language_32,"[1, 0]",669
language_33,"[1, 0]",669
language_36,"[1, 0]",669
language_37,"[0, 0]",669
language_38,"[1, 0]",669
language_41,"[1, 0]",669
language_42,"[0, 0]",669
language_43,"[0, 1]",669
language_44,"[1, 0]",669
language_45,"[1, 0]",669
language_46,"[1, 0]",669
language_47,"[1, 0]",669
language_48,"[1, 0]",669
language_49,"[1, 1]",669
language_50,"[1, 1]",669
language_53,"[0, 0]",669
language_54,"[1, 0]",669
language_55,"[1, 0]",669
language_56,"[0, 0]",669
language_57,"[1, 0]",669
language_58,"[1, 0]",669
language_59,"[1, 0]",669
language_60,"[1, 0]",669
language_61,"[0, 0]",669
language_62,"[0, 0]",669
language_63,"[1, 0]",669
language_65,"[1, 0]",669
language_66,"[0, 0]",669
language_67,"[1, 0]",669
language_69,"[1, 0]",669
language_70,"[1, 0]",669
language_72,"[1, 0]",669
language_73,"[1, 0]",669
language_74,"[0, 0]",669
language_75,"[0, 0]",669
language_76,"[1, 0]",669
language_77,"[1, 0]",669
language_78,"[1, 0]",669
language_79,"[1, 0]",669
language_81,"[1, 0]",669
language_82,"[0, 0]",669
language_83,"[0, 0]",669
language_84,"[0, 0]",669
language_85,"[1, 0]",669
language_86,"[1, 0]",669
language_87,"[0, 0]",669
language_88,"[0, 0]",669
language_89,"[1, 0]",669
language_90,"[1, 0]",669
language_91,"[1, 0]",669
language_92,"[1, 0]",669
language_93,"[1, 0]",669
language_94,"[0, 0]",669
language_96,"[1, 0]",669
language_97,"[0, 0]",669
language_99,"[1, 0]",669
language_100,"[0, 0]",669
language_101,"[0, 0]",669
language_102,"[0, 0]",669
language_103,"[1, 0]",669
language_104,"[0, 0]",669
language_105,"[1, 0]",669
language_106,"[0, 0]",669
language_107,"[0, 0]",669
language_108,"[1, 0]",669
language_109,"[1, 0]",669
language_111,"[1, 0]",669
language_112,"[1, 0]",669
language_113,"[1, 0]",669
language_114,"[0, 0]",669
language_115,"[1, 0]",669
language_116,"[0, 0]",669
language_117,"[0, 1]",669
language_118,"[0, 0]",669
language_119,"[1, 0]",669
language_120,"[1, 0]",669
language_121,"[0, 0]",669
language_122,"[0, 0]",669
language_123,"[1, 0]",669
language_124,"[1, 0]",669
language_125,"[0, 0]",669
language_126,"[1, 0]",669
language_127,"[1, 0]",669
language_128,"[0, 0]",669
language_129,"[0, 0]",669
language_130,"[1, 0]",669
language_131,"[1, 0]",669
language_132,"[0, 0]",669
language_133,"[1, 1]",669
language_134,"[1, 0]",669
language_135,"[1, 0]",669
language_136,"[1, 1]",669
language_137,"[1, 0]",669
language_138,"[0, 0]",669
language_139,"[1, 1]",669
language_140,"[0, 0]",669
language_141,"[0, 0]",669
language_142,"[0, 0]",669
language_144,"[1, 0]",669
language_145,"[1, 0]",669
language_147,"[0, 0]",669
language_150,"[0, 0]",669
language_151,"[1, 0]",669
language_152,"[1, 1]",669
language_153,"[1, 0]",669
language_154,"[1, 0]",669
language_157,"[0, 0]",669
language_158,"[1, 0]",669
language_160,"[1, 0]",669
language_161,"[1, 0]",669
language_162,"[0, 0]",669
language_163,"[1, 0]",669
language_164,"[0, 0]",669
language_165,"[1, 0]",669
language_167,"[0, 1]",669
language_168,"[0, 0]",669
language_169,"[1, 0]",669
language_170,"[1, 1]",669
language_171,"[1, 0]",669
language_172,"[1, 0]",669
language_173,"[1, 0]",669
language_175,"[0, 0]",669
language_176,"[1, 0]",669
language_178,"[1, 0]",669
language_179,"[0, 0]",669
language_180,"[1, 0]",669
language_181,"[0, 0]",669
language_182,"[1, 0]",669
language_183,"[0, 0]",669
language_184,"[0, 0]",669
language_185,"[1, 0]",669
language_188,"[1, 0]",669
language_189,"[0, 0]",669
language_190,"[0, 0]",669
language_191,"[1, 0]",669
language_192,"[1, 0]",669
language_193,"[1, 0]",669
language_194,"[0, 0]",669
language_195,"[0, 0]",669
language_196,"[0, 0]",669
language_197,"[1, 0]",669
language_198,"[1, 0]",669
language_199,"[1, 0]",669
language_200,"[1, 0]",669
language_201,"[1, 0]",669
language_202,"[1, 0]",669
language_203,"[0, 0]",669
language_204,"[1, 0]",669
language_205,"[1, 0]",669
language_206,"[1, 0]",669
language_207,"[0, 0]",669
language_208,"[1, 0]",669
language_209,"[1, 0]",669
language_210,"[1, 0]",669
language_211,"[1, 0]",669
language_212,"[1, 0]",669
language_213,"[1, 0]",669
language_214,"[1, 0]",669
language_215,"[1, 0]",669
language_216,"[0, 0]",669
language_218,"[1, 0]",669
language_219,"[1, 0]",669
language_221,"[1, 0]",669
language_223,"[1, 1]",669
language_224,"[0, 0]",669
language_225,"[1, 0]",669
language_226,"[1, 0]",669
language_227,"[0, 0]",669
language_228,"[1, 0]",669
language_229,"[1, 0]",669
language_230,"[0, 1]",669
language_232,"[1, 0]",669
language_233,"[1, 0]",669
language_234,"[1, 0]",669
language_235,"[1, 0]",669
language_236,"[1, 0]",669
language_238,"[1, 0]",669
language_239,"[0, 0]",669
language_240,"[0, 0]",669
language_241,"[1, 0]",669
language_242,"[1, 0]",669
language_243,"[1, 0]",669
language_244,"[1, 0]",669
language_245,"[0, 0]",669
language_246,"[1, 0]",669
language_247,"[1, 0]",669
language_248,"[1, 0]",669
language_249,"[1, 0]",669
language_251,"[0, 0]",669
language_252,"[1, 0]",669
language_253,"[1, 0]",669
language_254,"[0, 0]",669
language_255,"[1, 1]",669
language_256,"[1, 0]",669
language_257,"[1, 0]",669
language_258,"[0, 0]",669
language_259,"[1, 0]",669
language_260,"[1, 0]",669
language_262,"[0, 0]",669
language_263,"[1, 0]",669
language_264,"[1, 0]",669
language_265,"[0, 0]",669
language_266,"[1, 0]",669
language_269,"[0, 0]",669
language_270,"[0, 0]",669
language_273,"[1, 0]",669
language_275,"[1, 0]",669
language_276,"[1, 0]",669
language_277,"[0, 0]",669
language_278,"[0, 0]",669
language_279,"[1, 0]",669
language_280,"[0, 0]",669
language_281,"[1, 0]",669
language_283,"[1, 0]",669
language_285,"[0, 0]",669
language_288,"[1, 0]",669
language_289,"[1, 0]",669
language_290,"[1, 0]",669
language_291,"[1, 0]",669
language_292,"[1, 0]",669
language_293,"[0, 0]",669
language_294,"[1, 0]",669
language_295,"[1, 0]",669
language_297,"[1, 0]",669
language_298,"[1, 0]",669
language_299,"[0, 0]",669
language_300,"[1, 0]",669
language_302,"[1, 0]",669
language_304,"[0, 0]",669
language_305,"[1, 0]",669
language_307,"[0, 0]",669
language_308,"[1, 1]",669
language_311,"[0, 0]",669
language_313,"[1, 0]",669
language_315,"[1, 0]",669
language_317,"[1, 0]",669
language_319,"[1, 0]",669
language_321,"[1, 0]",669
language_322,"[0, 0]",669
language_323,"[1, 0]",669
language_324,"[0, 0]",669
language_325,"[0, 1]",669
language_326,"[1, 0]",669
language_327,"[1, 0]",669
language_328,"[0, 0]",669
language_329,"[0, 1]",669
language_330,"[1, 0]",669
language_331,"[1, 0]",669
language_333,"[1, 0]",669
language_335,"[1, 0]",669
language_336,"[1, 0]",669
language_337,"[1, 0]",669
language_338,"[0, 0]",669
language_339,"[1, 1]",669
language_340,"[0, 0]",669
language_341,"[0, 0]",669
language_342,"[0, 0]",669
language_344,"[1, 0]",669
language_346,"[1, 0]",669
language_347,"[1, 0]",669
language_348,"[1, 0]",669
language_349,"[1, 0]",669
language_351,"[1, 0]",669
language_352,"[0, 0]",669
language_353,"[1, 0]",669
language_356,"[1, 0]",669
language_357,"[1, 0]",669
language_359,"[1, 0]",669
language_360,"[0, 0]",669
language_361,"[1, 0]",669
language_362,"[0, 0]",669
language_363,"[1, 0]",669
language_364,"[1, 0]",669
language_365,"[0, 0]",669
language_366,"[1, 1]",669
language_368,"[1, 0]",669
language_369,"[0, 0]",669
language_370,"[1, 1]",669
language_371,"[0, 0]",669
language_372,"[0, 0]",669
language_373,"[1, 1]",669
language_374,"[0, 0]",669
language_377,"[1, 1]",669
language_379,"[0, 0]",669
language_380,"[0, 0]",669
language_381,"[0, 1]",669
language_382,"[1, 0]",669
language_383,"[1, 0]",669
language_384,"[0, 0]",669
language_385,"[1, 0]",669
language_388,"[1, 0]",669
language_389,"[1, 0]",669
language_390,"[0, 0]",669
language_391,"[1, 0]",669
language_393,"[0, 0]",669
language_394,"[1, 1]",669
language_395,"[1, 0]",669
language_396,"[0, 1]",669
language_398,"[0, 0]",669
language_399,"[0, 0]",669
language_400,"[1, 0]",669
language_401,"[0, 0]",669
language_402,"[1, 0]",669
language_403,"[1, 0]",669
language_404,"[1, 0]",669
language_405,"[1, 0]",669
language_406,"[1, 0]",669
language_407,"[1, 1]",669
language_409,"[1, 1]",669
language_410,"[0, 0]",669
language_411,"[0, 0]",669
language_413,"[1, 1]",669
language_414,"[0, 0]",669
language_415,"[1, 0]",669
language_416,"[0, 0]",669
language_417,"[0, 0]",669
language_418,"[1, 0]",669
language_419,"[1, 0]",669
language_420,"[1, 0]",669
language_421,"[1, 0]",669
language_422,"[1, 0]",669
language_423,"[1, 0]",669
language_424,"[1, 0]",669
language_425,"[1, 0]",669
language_426,"[1, 0]",669
language_427,"[0, 0]",669
language_428,"[1, 0]",669
language_429,"[1, 1]",669
language_430,"[1, 0]",669
language_432,"[1, 0]",669
language_434,"[1, 0]",669
language_435,"[0, 0]",669
language_436,"[0, 0]",669
language_437,"[1, 0]",669
language_438,"[0, 0]",669
language_439,"[0, 0]",669
language_440,"[0, 0]",669
language_441,"[1, 0]",669
language_442,"[0, 0]",669
language_444,"[1, 0]",669
language_446,"[1, 0]",669
language_448,"[1, 0]",669
language_449,"[1, 1]",669
language_450,"[1, 0]",669
language_451,"[0, 0]",669
language_452,"[1, 0]",669
language_453,"[0, 1]",669
language_455,"[0, 1]",669
language_456,"[0, 0]",669
language_457,"[1, 0]",669
language_458,"[0, 0]",669
language_459,"[1, 0]",669
language_460,"[0, 0]",669
language_462,"[1, 0]",669
language_463,"[0, 0]",669
language_464,"[1, 0]",669
language_465,"[1, 0]",669
language_466,"[1, 0]",669
language_467,"[1, 0]",669
language_469,"[1, 0]",669
language_470,"[0, 0]",669
language_472,"[1, 0]",669
language_474,"[0, 0]",669
language_475,"[1, 0]",669
language_476,"[1, 0]",669
language_477,"[1, 0]",669
language_478,"[1, 1]",669
language_479,"[1, 0]",669
language_480,"[1, 0]",669
language_481,"[0, 0]",669
language_484,"[1, 1]",669
language_485,"[1, 0]",669
language_486,"[1, 0]",669
language_487,"[0, 0]",669
language_488,"[0, 0]",669
language_489,"[1, 0]",669
language_492,"[0, 0]",669
language_493,"[0, 0]",669
language_494,"[1, 0]",669
language_495,"[1, 0]",669
language_496,"[1, 0]",669
language_497,"[0, 0]",669
language_499,"[1, 0]",669
language_500,"[0, 0]",669
language_502,"[1, 1]",669
language_504,"[0, 0]",669
language_505,"[1, 0]",669
language_507,"[0, 0]",669
language_509,"[0, 0]",669
language_511,"[0, 0]",669
language_512,"[0, 0]",669
language_513,"[1, 0]",669
language_514,"[1, 0]",669
language_515,"[1, 0]",669
language_516,"[1, 0]",669
language_518,"[1, 0]",669
language_519,"[1, 0]",669
language_520,"[0, 0]",669
language_521,"[1, 0]",669
language_523,"[1, 1]",669
language_524,"[1, 1]",669
language_525,"[1, 0]",669
language_527,"[0, 0]",669
language_528,"[1, 0]",669
language_532,"[0, 0]",669
language_533,"[1, 0]",669
language_534,"[1, 0]",669
language_536,"[1, 0]",669
language_537,"[0, 0]",669
language_538,"[0, 0]",669
language_539,"[0, 1]",669
language_540,"[0, 0]",669
language_541,"[1, 0]",669
language_542,"[1, 0]",669
language_543,"[0, 0]",669
language_545,"[1, 0]",669
language_546,"[0, 0]",669
language_549,"[0, 0]",669
language_550,"[1, 0]",669
language_551,"[1, 0]",669
language_554,"[1, 0]",669
language_555,"[1, 0]",669
language_557,"[1, 0]",669
language_558,"[1, 0]",669
language_560,"[0, 1]",669
language_561,"[1, 0]",669
language_562,"[0, 0]",669
language_564,"[1, 0]",669
language_565,"[1, 1]",669
language_566,"[1, 0]",669
language_567,"[1, 0]",669
language_568,"[0, 0]",669
language_569,"[1, 0]",669
language_570,"[1, 0]",669
language_572,"[0, 0]",669
language_573,"[1, 0]",669
language_574,"[0, 0]",669
language_576,"[0, 0]",669
language_578,"[0, 0]",669
language_579,"[1, 0]",669
language_580,"[1, 0]",669
language_581,"[1, 0]",669
language_582,"[0, 0]",669
language_583,"[0, 1]",669
language_584,"[1, 1]",669
language_585,"[1, 0]",669
language_587,"[1, 1]",669
language_588,"[1, 0]",669
language_589,"[1, 0]",669
language_590,"[0, 0]",669
language_591,"[1, 0]",669
language_592,"[0, 0]",669
language_593,"[1, 0]",669
language_594,"[1, 1]",669
language_595,"[1, 1]",669
language_596,"[1, 0]",669
language_597,"[1, 0]",669
language_599,"[1, 0]",669
language_600,"[1, 0]",669
language_601,"[1, 0]",669
language_603,"[1, 0]",669
language_604,"[1, 0]",669
language_605,"[1, 0]",669
language_606,"[1, 0]",669
language_607,"[1, 0]",669
language_609,"[1, 0]",669
language_610,"[1, 0]",669
language_611,"[0, 0]",669
language_613,"[0, 0]",669
language_614,"[1, 0]",669
language_615,"[0, 0]",669
language_616,"[1, 0]",669
language_618,"[1, 0]",669
language_619,"[1, 0]",669
language_621,"[0, 0]",669
language_623,"[1, 0]",669
language_624,"[1, 0]",669
language_625,"[0, 0]",669
language_626,"[0, 0]",669
language_627,"[1, 1]",669
language_629,"[0, 0]",669
language_630,"[0, 0]",669
language_631,"[1, 0]",669
language_633,"[1, 0]",669
language_634,"[1, 0]",669
language_635,"[1, 0]",669
language_636,"[1, 1]",669
language_637,"[1, 0]",669
language_638,"[1, 1]",669
language_639,"[0, 0]",669
language_640,"[0, 1]",669
language_641,"[1, 0]",669
language_643,"[1, 0]",669
language_644,"[1, 0]",669
language_645,"[1, 0]",669
language_646,"[0, 0]",669
language_647,"[0, 0]",669
language_648,"[1, 0]",669
language_649,"[0, 0]",669
language_650,"[1, 0]",669
language_651,"[1, 0]",669
language_652,"[1, 0]",669
language_654,"[1, 0]",669
language_655,"[0, 1]",669
language_656,"[1, 0]",669
language_657,"[1, 0]",669
language_658,"[1, 0]",669
language_659,"[1, 0]",669
language_660,"[1, 0]",669
language_661,"[1, 0]",669
language_662,"[1, 1]",669
language_663,"[1, 1]",669
language_665,"[1, 0]",669
language_666,"[0, 0]",669
language_667,"[1, 0]",669
language_668,"[1, 0]",669
language_669,"[1, 0]",669
language_670,"[0, 1]",669
language_671,"[1, 0]",669
language_672,"[0, 0]",669
language_674,"[1, 0]",669
language_675,"[1, 0]",669
language_676,"[1, 0]",669
language_677,"[1, 0]",669
language_678,"[0, 0]",669
language_679,"[1, 1]",669
language_680,"[0, 1]",669
language_683,"[1, 0]",669
language_684,"[1, 0]",669
language_685,"[1, 0]",669
language_686,"[0, 0]",669
language_687,"[0, 0]",669
language_688,"[0, 0]",669
language_689,"[0, 0]",669
language_690,"[1, 0]",669
language_691,"[0, 0]",669
language_692,"[0, 0]",669
language_693,"[0, 0]",669
language_694,"[1, 0]",669
language_696,"[0, 0]",669
language_697,"[1, 0]",669
language_699,"[0, 0]",669
language_700,"[1, 0]",669
language_702,"[0, 0]",669
language_703,"[1, 0]",669
language_704,"[0, 0]",669
language_705,"[0, 1]",669
language_706,"[0, 0]",669
language_708,"[1, 0]",669
language_709,"[1, 0]",669
language_710,"[1, 0]",669
language_711,"[1, 0]",669
language_712,"[1, 0]",669
language_713,"[1, 0]",669
language_715,"[0, 0]",669
language_716,"[0, 0]",669
language_717,"[1, 0]",669
language_718,"[1, 0]",669
language_719,"[1, 0]",669
language_721,"[1, 0]",669
language_722,"[0, 0]",669
language_723,"[1, 1]",669
language_724,"[1, 0]",669
language_726,"[1, 0]",669
language_727,"[1, 0]",669
language_730,"[1, 1]",669
language_731,"[1, 0]",669
language_733,"[0, 0]",669
language_734,"[1, 0]",669
language_738,"[0, 1]",669
language_739,"[1, 0]",669
language_740,"[1, 0]",669
language_741,"[1, 1]",669
language_742,"[0, 0]",669
language_743,"[1, 0]",669
language_744,"[1, 0]",669
language_747,"[0, 0]",669
language_748,"[0, 0]",669
language_749,"[1, 0]",669
language_751,"[1, 0]",669
language_752,"[1, 0]",669
language_753,"[1, 0]",669
language_754,"[1, 0]",669
language_755,"[0, 1]",669
language_756,"[0, 0]",669
language_757,"[0, 0]",669
language_758,"[1, 0]",669
language_759,"[1, 1]",669
language_761,"[0, 0]",669
language_762,"[0, 0]",669
language_763,"[0, 0]",669
language_764,"[1, 0]",669
language_765,"[1, 0]",669
language_766,"[1, 0]",669
language_769,"[1, 1]",669
language_770,"[0, 0]",669
language_771,"[1, 0]",669
language_772,"[0, 1]",669
language_774,"[1, 0]",669
language_775,"[1, 1]",669
language_777,"[1, 0]",669
language_778,"[1, 0]",669
language_780,"[0, 0]",669
language_781,"[1, 0]",669
language_782,"[1, 0]",669
language_783,"[1, 0]",669
language_784,"[0, 0]",669
language_785,"[1, 0]",669
language_786,"[1, 0]",669
language_787,"[1, 0]",669
language_788,"[1, 0]",669
language_789,"[1, 0]",669
language_790,"[0, 0]",669
language_791,"[0, 0]",669
language_792,"[0, 1]",669
language_793,"[0, 0]",669
language_794,"[1, 0]",669
language_795,"[0, 0]",669
language_796,"[1, 0]",669
language_797,"[1, 1]",669
language_798,"[1, 0]",669
language_799,"[0, 0]",669
language_800,"[1, 0]",669
language_801,"[0, 0]",669
language_802,"[1, 0]",669
language_804,"[0, 0]",669
language_805,"[0, 0]",669
language_807,"[0, 0]",669
language_808,"[0, 0]",669
language_809,"[1, 0]",669
language_810,"[0, 0]",669
language_811,"[0, 1]",669
language_814,"[0, 0]",669
language_815,"[1, 0]",669
language_817,"[1, 1]",669
language_818,"[1, 1]",669
language_819,"[1, 0]",669
language_820,"[0, 0]",669
language_821,"[1, 0]",669
language_822,"[1, 0]",669
language_823,"[1, 1]",669
language_825,"[1, 0]",669
language_826,"[1, 1]",669
language_827,"[0, 0]",669
language_828,"[0, 0]",669
language_829,"[1, 0]",669
language_830,"[1, 0]",669
language_832,"[1, 0]",669
language_833,"[1, 0]",669
language_834,"[1, 0]",669
language_835,"[1, 0]",669
language_836,"[1, 0]",669
language_838,"[1, 0]",669
language_839,"[1, 0]",669
language_841,"[1, 0]",669
language_842,"[1, 0]",669
language_843,"[1, 1]",669
language_844,"[1, 1]",669
language_846,"[1, 0]",669
language_847,"[1, 1]",669
language_848,"[0, 0]",669
language_850,"[1, 0]",669
language_851,"[1, 0]",669
language_852,"[1, 0]",669
language_853,"[0, 0]",669
language_855,"[0, 0]",669
language_856,"[0, 0]",669
language_858,"[1, 0]",669
language_859,"[1, 0]",669
language_860,"[1, 0]",669
language_861,"[0, 0]",669
language_862,"[1, 0]",669
language_863,"[1, 0]",669
language_864,"[1, 0]",669
language_865,"[0, 0]",669
language_866,"[1, 1]",669
language_867,"[1, 0]",669
language_868,"[1, 1]",669
language_869,"[0, 0]",669
language_871,"[0, 0]",669
language_872,"[0, 0]",669
language_873,"[1, 1]",669
language_874,"[0, 0]",669
language_875,"[1, 0]",669
language_876,"[1, 1]",669
language_877,"[1, 0]",669
language_880,"[1, 0]",669
language_881,"[1, 0]",669
language_882,"[1, 0]",669
language_883,"[0, 0]",669
language_884,"[1, 0]",669
language_885,"[1, 0]",669
language_886,"[1, 0]",669
language_887,"[1, 0]",669
language_888,"[1, 0]",669
language_889,"[0, 0]",669
language_890,"[1, 0]",669
language_891,"[1, 0]",669
language_892,"[0, 0]",669
language_894,"[1, 0]",669
language_895,"[0, 0]",669
language_896,"[1, 0]",669
language_897,"[1, 0]",669
language_898,"[1, 1]",669
language_899,"[1, 0]",669
language_900,"[1, 0]",669
language_902,"[1, 0]",669
language_904,"[1, 0]",669
language_905,"[0, 0]",669
language_906,"[0, 1]",669
language_907,"[1, 0]",669
language_908,"[1, 0]",669
language_909,"[0, 0]",669
language_910,"[1, 0]",669
language_911,"[1, 0]",669
language_912,"[1, 0]",669
language_913,"[1, 0]",669
language_915,"[1, 0]",669
language_916,"[1, 0]",669
language_917,"[0, 0]",669
language_918,"[1, 1]",669
language_919,"[1, 0]",669
language_920,"[0, 0]",669
language_921,"[1, 0]",669
language_923,"[1, 0]",669
language_924,"[1, 0]",669
language_925,"[0, 0]",669
language_926,"[0, 0]",669
language_928,"[1, 1]",669
language_929,"[0, 0]",669
language_931,"[1, 0]",669
language_932,"[1, 0]",669
language_933,"[1, 0]",669
language_934,"[1, 0]",669
language_935,"[1, 0]",669
language_936,"[1, 0]",669
language_937,"[0, 1]",669
language_938,"[1, 0]",669
language_939,"[1, 0]",669
language_940,"[1, 0]",669
language_941,"[1, 0]",669
language_942,"[0, 0]",669
language_943,"[1, 0]",669
language_945,"[0, 0]",669
language_946,"[1, 0]",669
language_947,"[1, 0]",669
language_949,"[1, 0]",669
language_951,"[1, 0]",669
language_952,"[1, 0]",669
language_954,"[0, 0]",669
language_955,"[0, 0]",669
language_957,"[1, 0]",669
language_959,"[1, 1]",669
language_961,"[1, 0]",669
language_962,"[1, 0]",669
language_963,"[1, 0]",669
language_964,"[1, 1]",669
language_965,"[1, 0]",669
language_967,"[1, 0]",669
language_968,"[1, 0]",669
language_971,"[0, 0]",669
language_972,"[0, 0]",669
language_975,"[1, 0]",669
language_976,"[1, 0]",669
language_977,"[1, 0]",669
language_978,"[0, 0]",669
