LANGUAGE,GEN_0,GEN_1,SET
Albanian,0.0,1.0,Indo-European
Albanian_Tosk_,0.0,1.0,Indo-European
Ancient_Greek,0.0,0.0,Indo-European
Armenian,1.0,1.0,Indo-European
Assamese,1.0,1.0,Indo-European
Balochi,0.5,1.0,Indo-European
Belarusian,0.0,0.0,Indo-European
Bengali,1.0,1.0,Indo-European
Boers,0.0,0.0,Indo-European
Breton,0.0,0.0,Indo-European
Bulgarian,0.0,1.0,Indo-European
Central_Kurdish,0.5,0.5,Indo-European
Chavacano,0.0,0.0,Indo-European
Czech,0.0,0.0,Indo-European
Danish,0.0,1.0,Indo-European
Dari,1.0,1.0,Indo-European
Dutch,0.0,0.0,Indo-European
Eastern_Armenian,0.0,1.0,Indo-European
Eastern_Yiddish,0.0,1.0,Indo-European
English,0.0,0.0,Indo-European
Frisian,0.0,0.0,Indo-European
German,0.0,0.0,Indo-European
Gujarati,1.0,1.0,Indo-European
Hindi,1.0,1.0,Indo-European
Icelandic,0.0,1.0,Indo-European
Irish,0.0,1.0,Indo-European
Italian,0.0,0.0,Indo-European
Jamaican_Creole,0.0,1.0,Indo-European
Judeo_Tat,0.0,1.0,Indo-European
Kashmiri,1.0,1.0,Indo-European
Kriol_Roper_River,0.5,1.0,Indo-European
Kristang_(Malacca_Creole_Portugese),0.0,0.0,Indo-European
Kumaoni,0.0,1.0,Indo-European
Lahnda,1.0,1.0,Indo-European
Latin,0.0,1.0,Indo-European
Latin_,1.0,1.0,Indo-European
Latvian,0.0,0.5,Indo-European
Lithuanian,0.25,0.0,Indo-European
Luxembourgish,0.0,0.0,Indo-European
Macedonian,0.0,0.5,Indo-European
Maithili,1.0,1.0,Indo-European
Marathi,1.0,1.0,Indo-European
Marwari_India_,1.0,1.0,Indo-European
Middle_High_German,1.0,1.0,Indo-European
Modern_Greek,0.0,0.0,Indo-European
Modern_Welsh,0.0,0.0,Indo-European
Benga╠éli,1.0,1.0,Indo-European
Gujarati,0.0,1.0,Indo-European
Hindi,1.0,1.0,Indo-European
Mara╠éthi╠é,1.0,1.0,Indo-European
Nepali,1.0,1.0,Indo-European
Northern_Kurdish,1.0,1.0,Indo-European
Norwegian_Bokma╠èl,0.0,0.0,Indo-European
Old_English_ca_450_1100_,0.5,1.0,Indo-European
Old_High_German_ca_750_1050_,0.0,0.0,Indo-European
Old_Irish,1.0,1.0,Indo-European
Old_Russian,1.0,1.0,Indo-European
Oriya,1.0,1.0,Indo-European
Ossetian,1.0,1.0,Indo-European
Panjabi,0.75,1.0,Indo-European
Pashto,1.0,0.5,Indo-European
Polish,1.0,1.0,Indo-European
Portuguese,0.0,0.0,Indo-European
Romanian,0.0,0.0,Indo-European
Russian,0.0,0.0,Indo-European
Russian_,0.0,0.0,Indo-European
Sanskrit,0.75,1.0,Indo-European
Sardinian,0.0,0.0,Indo-European
Saterfriesisch,0.0,0.0,Indo-European
Serbocroation,0.5,0.5,Indo-European
Serbs,0.0,0.5,Indo-European
Sindhi,1.0,1.0,Indo-European
Sinhala,1.0,1.0,Indo-European
Slovakian,0.0,0.5,Indo-European
Slovenian,0.0,0.0,Indo-European
Standard_Catalan,0.0,0.0,Indo-European
Standard_English,0.0,0.0,Indo-European
Standard_French,0.0,0.0,Indo-European
Standard_German,0.0,0.0,Indo-European
Standard_Spanish,0.0,0.0,Indo-European
Swedish,0.0,1.0,Indo-European
Tok_Pisin,1.0,1.0,Indo-European
Torres_Strait_Creole_(Broken),0.0,1.0,Indo-European
Ukrainian,0.5,1.0,Indo-European
Urdu,1.0,1.0,Indo-European
Vlax_Romani,0.0,0.0,Indo-European
Wallon,0.0,0.25,Indo-European
Western_Armenian,0.0,1.0,Indo-European
Western_Farsi,1.0,1.0,Indo-European
Western_Panjabi,0.0,1.0,Indo-European
