LANGUAGE,GENDER,SET
language_1,"[1, 1]",858
language_2,"[0, 1]",858
language_3,"[1, 1]",858
language_4,"[1, 1]",858
language_5,"[1, 1]",858
language_6,"[1, 1]",858
language_7,"[1, 1]",858
language_8,"[1, 1]",858
language_9,"[1, 1]",858
language_10,"[1, 1]",858
language_11,"[1, 1]",858
language_12,"[1, 1]",858
language_13,"[1, 1]",858
language_16,"[1, 0]",858
language_17,"[1, 0]",858
language_18,"[1, 1]",858
language_19,"[1, 0]",858
language_20,"[0, 1]",858
language_21,"[1, 1]",858
language_22,"[1, 1]",858
language_23,"[1, 1]",858
language_24,"[1, 1]",858
language_25,"[1, 1]",858
language_26,"[1, 1]",858
language_27,"[1, 1]",858
language_28,"[1, 1]",858
language_29,"[0, 1]",858
language_30,"[1, 1]",858
language_31,"[1, 1]",858
language_32,"[1, 1]",858
language_33,"[1, 1]",858
language_34,"[1, 1]",858
language_35,"[0, 1]",858
language_36,"[1, 1]",858
language_37,"[1, 1]",858
language_38,"[1, 1]",858
language_39,"[1, 1]",858
language_41,"[1, 1]",858
language_42,"[1, 0]",858
language_43,"[1, 1]",858
language_44,"[1, 1]",858
language_45,"[1, 1]",858
language_46,"[1, 1]",858
language_47,"[1, 1]",858
language_48,"[1, 1]",858
language_49,"[1, 1]",858
language_50,"[1, 1]",858
language_51,"[1, 1]",858
language_52,"[1, 1]",858
language_53,"[1, 1]",858
language_54,"[1, 1]",858
language_56,"[1, 1]",858
language_57,"[1, 1]",858
language_58,"[1, 0]",858
language_59,"[1, 1]",858
language_60,"[1, 1]",858
language_61,"[1, 1]",858
language_62,"[1, 1]",858
language_63,"[1, 1]",858
language_64,"[1, 1]",858
language_65,"[1, 0]",858
language_66,"[1, 0]",858
language_67,"[1, 1]",858
language_68,"[1, 1]",858
language_69,"[0, 1]",858
language_70,"[1, 1]",858
language_71,"[1, 1]",858
language_72,"[1, 1]",858
language_73,"[1, 1]",858
language_74,"[1, 1]",858
language_75,"[1, 1]",858
language_76,"[1, 1]",858
