LANGUAGE,GENDER,SET
language_1,"[1, 1]",975
language_2,"[1, 1]",975
language_3,"[1, 1]",975
language_4,"[1, 1]",975
language_5,"[1, 1]",975
language_6,"[1, 1]",975
language_7,"[1, 1]",975
language_8,"[1, 1]",975
language_9,"[1, 1]",975
language_10,"[1, 1]",975
language_11,"[1, 1]",975
language_12,"[1, 1]",975
language_13,"[1, 1]",975
language_15,"[1, 1]",975
language_16,"[0, 1]",975
language_17,"[1, 1]",975
language_18,"[1, 1]",975
language_19,"[0, 0]",975
language_20,"[0, 1]",975
language_22,"[1, 1]",975
language_23,"[1, 0]",975
language_24,"[1, 1]",975
language_25,"[0, 1]",975
language_27,"[1, 1]",975
language_28,"[1, 1]",975
language_29,"[0, 0]",975
language_30,"[1, 1]",975
language_31,"[1, 1]",975
language_32,"[1, 1]",975
language_33,"[1, 1]",975
language_34,"[1, 1]",975
language_35,"[1, 1]",975
language_36,"[1, 1]",975
language_38,"[1, 1]",975
language_39,"[1, 0]",975
language_40,"[1, 1]",975
language_41,"[1, 1]",975
language_42,"[1, 1]",975
language_43,"[1, 1]",975
language_44,"[1, 1]",975
language_45,"[1, 1]",975
language_46,"[1, 1]",975
language_47,"[1, 1]",975
language_49,"[0, 1]",975
language_50,"[1, 1]",975
language_51,"[1, 1]",975
language_52,"[0, 1]",975
language_53,"[1, 1]",975
language_54,"[1, 1]",975
language_55,"[1, 1]",975
language_56,"[1, 1]",975
language_57,"[1, 0]",975
language_58,"[1, 1]",975
language_59,"[0, 0]",975
language_60,"[1, 1]",975
language_61,"[1, 1]",975
language_62,"[1, 1]",975
language_63,"[1, 1]",975
language_64,"[1, 1]",975
language_65,"[1, 1]",975
language_66,"[1, 1]",975
language_68,"[1, 1]",975
language_69,"[1, 1]",975
language_72,"[1, 1]",975
language_73,"[1, 1]",975
language_74,"[1, 1]",975
language_75,"[1, 0]",975
language_76,"[0, 1]",975
language_77,"[1, 1]",975
language_79,"[1, 1]",975
language_80,"[1, 1]",975
language_81,"[1, 1]",975
language_82,"[1, 1]",975
language_83,"[1, 1]",975
language_85,"[1, 1]",975
language_86,"[1, 1]",975
language_87,"[1, 1]",975
language_88,"[1, 1]",975
language_89,"[1, 1]",975
language_90,"[1, 1]",975
language_91,"[1, 1]",975
language_93,"[1, 1]",975
language_94,"[1, 1]",975
language_95,"[1, 1]",975
language_96,"[1, 1]",975
language_97,"[1, 1]",975
language_98,"[1, 1]",975
language_99,"[1, 1]",975
language_100,"[1, 1]",975
language_101,"[1, 1]",975
language_102,"[1, 1]",975
language_103,"[1, 1]",975
language_104,"[1, 1]",975
language_106,"[1, 1]",975
language_107,"[1, 1]",975
language_108,"[1, 1]",975
language_109,"[1, 1]",975
language_110,"[1, 1]",975
language_111,"[1, 1]",975
language_114,"[1, 1]",975
language_115,"[1, 1]",975
language_116,"[1, 1]",975
