LANGUAGE,GENDER,SET
language_1,"[1, 1]",976
language_2,"[1, 1]",976
language_3,"[1, 1]",976
language_4,"[1, 1]",976
language_5,"[1, 1]",976
language_6,"[1, 0]",976
language_7,"[1, 1]",976
language_8,"[0, 1]",976
language_9,"[1, 1]",976
language_10,"[1, 1]",976
language_12,"[1, 1]",976
language_13,"[0, 1]",976
language_14,"[1, 1]",976
language_15,"[1, 1]",976
language_16,"[1, 1]",976
language_17,"[1, 1]",976
language_18,"[0, 1]",976
language_19,"[1, 1]",976
language_20,"[1, 1]",976
language_21,"[1, 1]",976
language_22,"[1, 1]",976
language_24,"[1, 1]",976
language_25,"[1, 1]",976
language_26,"[1, 1]",976
language_28,"[1, 1]",976
language_29,"[1, 0]",976
language_30,"[1, 1]",976
language_31,"[1, 1]",976
language_32,"[1, 0]",976
language_33,"[1, 1]",976
language_35,"[1, 1]",976
language_36,"[1, 1]",976
language_37,"[1, 0]",976
language_38,"[1, 1]",976
language_39,"[1, 1]",976
language_40,"[1, 0]",976
language_41,"[1, 1]",976
language_42,"[1, 1]",976
language_43,"[1, 1]",976
language_44,"[1, 0]",976
language_45,"[1, 1]",976
language_46,"[1, 1]",976
language_47,"[1, 1]",976
language_48,"[0, 1]",976
language_50,"[1, 1]",976
language_51,"[1, 1]",976
language_52,"[1, 1]",976
language_53,"[1, 1]",976
language_54,"[1, 1]",976
language_55,"[1, 1]",976
language_56,"[1, 1]",976
language_57,"[1, 1]",976
language_58,"[1, 1]",976
language_59,"[1, 1]",976
language_60,"[1, 1]",976
language_61,"[1, 1]",976
language_62,"[1, 1]",976
language_63,"[1, 1]",976
language_64,"[1, 1]",976
language_65,"[1, 1]",976
language_66,"[1, 1]",976
language_67,"[1, 1]",976
language_68,"[1, 1]",976
language_69,"[1, 1]",976
language_70,"[1, 1]",976
language_73,"[1, 1]",976
language_74,"[0, 1]",976
language_75,"[0, 1]",976
language_76,"[0, 1]",976
language_77,"[1, 1]",976
language_78,"[1, 0]",976
language_79,"[1, 0]",976
language_80,"[1, 1]",976
language_81,"[0, 1]",976
language_82,"[1, 1]",976
language_83,"[0, 1]",976
language_84,"[1, 1]",976
language_85,"[1, 1]",976
language_86,"[1, 0]",976
language_87,"[1, 1]",976
language_88,"[1, 1]",976
language_89,"[1, 1]",976
language_91,"[1, 1]",976
language_92,"[1, 1]",976
language_93,"[1, 1]",976
language_94,"[1, 1]",976
language_95,"[1, 1]",976
language_96,"[1, 1]",976
language_97,"[1, 1]",976
language_99,"[1, 1]",976
language_100,"[0, 1]",976
language_101,"[1, 1]",976
language_102,"[1, 1]",976
language_103,"[1, 1]",976
language_104,"[1, 1]",976
language_105,"[1, 1]",976
language_106,"[1, 1]",976
language_107,"[0, 1]",976
language_108,"[1, 1]",976
language_109,"[1, 1]",976
language_110,"[1, 1]",976
language_111,"[1, 1]",976
language_112,"[1, 1]",976
language_113,"[1, 1]",976
language_115,"[1, 1]",976
language_116,"[1, 1]",976
language_117,"[1, 1]",976
language_118,"[1, 1]",976
language_119,"[1, 1]",976
language_120,"[1, 1]",976
language_121,"[1, 1]",976
language_123,"[1, 1]",976
language_124,"[1, 1]",976
language_125,"[1, 1]",976
language_126,"[1, 1]",976
language_127,"[1, 1]",976
language_128,"[1, 1]",976
language_129,"[1, 1]",976
language_130,"[1, 1]",976
language_132,"[1, 1]",976
language_133,"[1, 1]",976
language_134,"[1, 1]",976
language_135,"[1, 1]",976
language_136,"[0, 1]",976
language_137,"[1, 1]",976
language_138,"[1, 1]",976
language_139,"[1, 1]",976
language_140,"[1, 1]",976
language_141,"[1, 1]",976
language_142,"[1, 1]",976
language_143,"[1, 1]",976
language_144,"[1, 1]",976
language_145,"[1, 1]",976
language_146,"[1, 1]",976
language_147,"[0, 1]",976
language_148,"[1, 1]",976
language_150,"[1, 1]",976
language_151,"[1, 1]",976
language_152,"[1, 1]",976
language_153,"[1, 1]",976
language_155,"[1, 1]",976
language_156,"[1, 1]",976
language_157,"[1, 1]",976
language_158,"[1, 1]",976
language_160,"[1, 1]",976
language_161,"[1, 1]",976
language_162,"[1, 1]",976
language_163,"[1, 1]",976
language_164,"[0, 1]",976
language_165,"[1, 1]",976
language_166,"[1, 1]",976
language_167,"[1, 1]",976
language_168,"[1, 1]",976
language_170,"[1, 0]",976
language_171,"[1, 1]",976
language_172,"[0, 1]",976
language_173,"[1, 1]",976
language_174,"[1, 1]",976
language_175,"[0, 1]",976
language_176,"[1, 1]",976
language_177,"[1, 1]",976
language_178,"[0, 1]",976
language_179,"[1, 1]",976
language_180,"[1, 1]",976
language_181,"[1, 1]",976
language_182,"[1, 1]",976
language_183,"[1, 1]",976
language_184,"[1, 1]",976
language_185,"[1, 0]",976
language_186,"[1, 1]",976
language_187,"[0, 1]",976
language_188,"[1, 0]",976
language_189,"[1, 1]",976
language_190,"[0, 1]",976
language_191,"[1, 1]",976
language_192,"[1, 1]",976
language_193,"[1, 1]",976
language_194,"[1, 1]",976
language_195,"[1, 1]",976
language_196,"[1, 1]",976
language_197,"[1, 1]",976
language_199,"[1, 1]",976
language_200,"[1, 1]",976
language_201,"[1, 1]",976
language_202,"[1, 1]",976
language_203,"[1, 1]",976
language_204,"[0, 1]",976
language_205,"[1, 1]",976
language_206,"[1, 1]",976
language_207,"[1, 1]",976
language_208,"[1, 1]",976
language_209,"[1, 1]",976
language_210,"[1, 1]",976
language_211,"[1, 1]",976
language_212,"[1, 1]",976
language_213,"[1, 1]",976
language_214,"[1, 1]",976
language_215,"[1, 0]",976
language_216,"[1, 1]",976
language_217,"[0, 1]",976
language_218,"[1, 1]",976
language_219,"[1, 1]",976
language_220,"[1, 1]",976
language_221,"[1, 1]",976
language_222,"[1, 1]",976
language_223,"[1, 1]",976
language_224,"[1, 1]",976
language_226,"[1, 1]",976
language_227,"[1, 1]",976
language_228,"[1, 1]",976
language_229,"[1, 1]",976
language_230,"[1, 1]",976
language_231,"[1, 1]",976
language_232,"[1, 1]",976
language_233,"[1, 1]",976
language_234,"[1, 1]",976
language_235,"[1, 1]",976
language_236,"[1, 1]",976
language_237,"[1, 1]",976
language_238,"[1, 0]",976
language_239,"[1, 1]",976
language_240,"[1, 1]",976
language_241,"[1, 0]",976
language_243,"[1, 1]",976
language_244,"[1, 1]",976
language_245,"[1, 1]",976
language_246,"[1, 1]",976
language_247,"[1, 1]",976
language_248,"[0, 1]",976
language_249,"[1, 1]",976
language_250,"[1, 1]",976
language_251,"[1, 1]",976
language_252,"[1, 1]",976
language_253,"[1, 1]",976
language_254,"[1, 1]",976
language_255,"[1, 1]",976
language_256,"[1, 1]",976
language_257,"[1, 1]",976
language_258,"[1, 1]",976
language_261,"[1, 1]",976
language_262,"[1, 1]",976
language_263,"[1, 1]",976
language_264,"[1, 1]",976
language_265,"[1, 1]",976
language_266,"[1, 1]",976
language_267,"[1, 1]",976
language_268,"[1, 0]",976
language_269,"[1, 1]",976
language_270,"[0, 1]",976
language_271,"[0, 1]",976
language_272,"[1, 1]",976
language_273,"[1, 1]",976
language_274,"[1, 1]",976
language_275,"[1, 1]",976
language_276,"[1, 1]",976
language_277,"[1, 1]",976
language_278,"[1, 1]",976
language_279,"[1, 1]",976
language_280,"[1, 1]",976
language_281,"[1, 1]",976
language_282,"[1, 1]",976
language_283,"[1, 1]",976
language_284,"[1, 0]",976
language_285,"[1, 1]",976
language_286,"[1, 1]",976
language_288,"[0, 1]",976
language_289,"[1, 1]",976
language_290,"[1, 0]",976
language_291,"[1, 1]",976
language_292,"[1, 1]",976
language_293,"[1, 1]",976
language_294,"[1, 1]",976
language_295,"[1, 1]",976
language_296,"[1, 1]",976
language_297,"[1, 1]",976
language_298,"[1, 1]",976
language_299,"[1, 1]",976
language_300,"[1, 1]",976
language_301,"[0, 1]",976
language_304,"[1, 1]",976
language_305,"[1, 1]",976
language_306,"[1, 1]",976
language_307,"[1, 1]",976
language_308,"[1, 1]",976
language_309,"[1, 1]",976
language_310,"[1, 1]",976
language_311,"[1, 1]",976
language_312,"[1, 1]",976
language_313,"[1, 1]",976
language_314,"[1, 1]",976
language_315,"[1, 1]",976
language_316,"[1, 1]",976
language_317,"[1, 1]",976
language_318,"[1, 1]",976
language_319,"[1, 1]",976
language_320,"[1, 1]",976
language_321,"[1, 1]",976
language_322,"[1, 1]",976
language_323,"[1, 1]",976
language_324,"[1, 1]",976
language_325,"[1, 1]",976
language_326,"[1, 1]",976
language_327,"[1, 1]",976
language_328,"[1, 1]",976
language_329,"[1, 1]",976
language_330,"[1, 1]",976
language_331,"[1, 1]",976
language_332,"[1, 0]",976
language_333,"[1, 1]",976
language_334,"[1, 1]",976
language_335,"[1, 1]",976
language_336,"[1, 1]",976
language_337,"[1, 1]",976
language_338,"[1, 1]",976
language_339,"[1, 0]",976
language_340,"[1, 1]",976
language_341,"[1, 1]",976
language_342,"[1, 1]",976
language_343,"[1, 1]",976
language_344,"[1, 1]",976
language_345,"[1, 1]",976
language_346,"[1, 1]",976
language_347,"[1, 0]",976
language_348,"[1, 1]",976
language_349,"[1, 1]",976
language_350,"[1, 1]",976
language_351,"[1, 1]",976
language_352,"[1, 1]",976
language_353,"[1, 1]",976
language_354,"[1, 0]",976
language_355,"[0, 1]",976
language_356,"[1, 1]",976
language_357,"[1, 1]",976
language_358,"[1, 1]",976
language_359,"[1, 1]",976
language_360,"[0, 1]",976
language_361,"[1, 1]",976
language_362,"[1, 1]",976
language_363,"[1, 1]",976
language_364,"[1, 1]",976
language_365,"[1, 1]",976
language_366,"[1, 1]",976
language_367,"[1, 1]",976
language_368,"[0, 1]",976
language_371,"[1, 1]",976
language_372,"[1, 1]",976
language_373,"[1, 1]",976
language_374,"[1, 1]",976
language_375,"[1, 1]",976
language_377,"[1, 0]",976
language_379,"[1, 1]",976
language_380,"[1, 1]",976
language_381,"[1, 1]",976
language_382,"[0, 1]",976
language_383,"[1, 0]",976
language_384,"[1, 1]",976
language_387,"[1, 1]",976
language_388,"[1, 1]",976
language_389,"[1, 1]",976
language_391,"[1, 1]",976
language_392,"[0, 1]",976
language_393,"[1, 1]",976
language_395,"[1, 1]",976
language_396,"[1, 1]",976
language_397,"[0, 1]",976
language_398,"[1, 0]",976
language_399,"[1, 1]",976
language_400,"[1, 1]",976
language_401,"[1, 1]",976
language_402,"[1, 1]",976
language_403,"[1, 1]",976
language_404,"[1, 1]",976
language_405,"[1, 1]",976
language_406,"[1, 1]",976
language_407,"[1, 1]",976
language_408,"[1, 1]",976
language_409,"[1, 1]",976
language_410,"[1, 0]",976
language_411,"[1, 1]",976
language_412,"[1, 1]",976
language_413,"[1, 1]",976
language_415,"[1, 1]",976
language_416,"[1, 1]",976
language_417,"[1, 1]",976
language_418,"[1, 1]",976
language_419,"[1, 1]",976
language_420,"[1, 1]",976
language_421,"[1, 1]",976
language_423,"[1, 1]",976
language_425,"[1, 1]",976
language_426,"[1, 1]",976
language_427,"[0, 1]",976
language_428,"[1, 1]",976
language_429,"[1, 1]",976
language_430,"[1, 1]",976
language_431,"[1, 1]",976
language_432,"[1, 1]",976
language_433,"[1, 1]",976
language_434,"[1, 1]",976
language_435,"[1, 1]",976
language_436,"[1, 1]",976
language_438,"[1, 1]",976
language_439,"[1, 0]",976
language_440,"[1, 1]",976
language_441,"[1, 1]",976
language_442,"[1, 1]",976
language_443,"[1, 1]",976
language_444,"[1, 1]",976
language_445,"[1, 1]",976
language_446,"[1, 1]",976
language_447,"[1, 1]",976
language_449,"[0, 1]",976
language_450,"[1, 1]",976
language_451,"[1, 1]",976
language_452,"[1, 1]",976
language_453,"[1, 1]",976
language_455,"[1, 1]",976
language_456,"[1, 1]",976
language_457,"[1, 1]",976
language_458,"[1, 1]",976
language_459,"[0, 1]",976
language_460,"[1, 1]",976
language_461,"[0, 1]",976
language_462,"[1, 0]",976
language_463,"[0, 1]",976
language_465,"[1, 1]",976
language_467,"[1, 1]",976
language_468,"[0, 1]",976
language_469,"[1, 1]",976
language_470,"[0, 0]",976
language_471,"[1, 1]",976
language_472,"[1, 0]",976
language_473,"[0, 1]",976
language_474,"[1, 1]",976
language_475,"[0, 1]",976
language_476,"[1, 1]",976
language_477,"[1, 1]",976
language_478,"[0, 1]",976
language_479,"[1, 1]",976
language_480,"[1, 1]",976
language_481,"[1, 1]",976
language_482,"[0, 1]",976
language_483,"[0, 1]",976
language_484,"[1, 1]",976
language_485,"[1, 1]",976
language_486,"[1, 1]",976
language_487,"[1, 1]",976
language_488,"[1, 1]",976
language_490,"[1, 1]",976
language_491,"[1, 1]",976
language_492,"[1, 1]",976
language_493,"[1, 1]",976
language_494,"[1, 1]",976
language_495,"[1, 1]",976
language_496,"[1, 1]",976
language_497,"[1, 1]",976
language_498,"[1, 1]",976
language_499,"[1, 1]",976
language_500,"[1, 1]",976
language_503,"[1, 1]",976
language_504,"[1, 1]",976
language_505,"[1, 1]",976
language_506,"[1, 1]",976
language_507,"[1, 1]",976
language_508,"[1, 1]",976
language_509,"[1, 0]",976
language_510,"[1, 0]",976
language_511,"[1, 0]",976
language_512,"[0, 1]",976
language_513,"[1, 1]",976
language_514,"[1, 1]",976
language_515,"[1, 1]",976
language_516,"[1, 1]",976
language_517,"[1, 1]",976
language_518,"[1, 1]",976
language_519,"[1, 1]",976
language_520,"[1, 1]",976
language_521,"[1, 1]",976
language_522,"[1, 1]",976
language_523,"[1, 1]",976
language_524,"[1, 1]",976
language_525,"[1, 1]",976
