LANGUAGE,GENDER,SET
language_1,"[1, 1]",510
language_2,"[1, 1]",510
language_3,"[1, 1]",510
language_4,"[1, 1]",510
language_5,"[1, 1]",510
language_6,"[0, 1]",510
language_7,"[1, 1]",510
language_8,"[1, 1]",510
language_9,"[1, 1]",510
language_10,"[1, 1]",510
language_11,"[1, 1]",510
language_13,"[1, 1]",510
language_14,"[1, 1]",510
language_15,"[1, 1]",510
language_16,"[1, 1]",510
language_18,"[1, 1]",510
language_19,"[1, 0]",510
language_20,"[0, 1]",510
language_21,"[1, 1]",510
language_22,"[1, 1]",510
language_23,"[1, 1]",510
language_24,"[1, 1]",510
language_26,"[1, 1]",510
language_27,"[1, 1]",510
language_28,"[1, 1]",510
language_29,"[1, 1]",510
language_30,"[1, 1]",510
language_31,"[1, 1]",510
language_32,"[1, 1]",510
language_33,"[1, 1]",510
language_34,"[1, 1]",510
language_35,"[1, 1]",510
language_36,"[1, 1]",510
language_37,"[1, 1]",510
language_38,"[1, 1]",510
language_39,"[1, 1]",510
language_40,"[1, 1]",510
language_41,"[1, 1]",510
language_42,"[1, 1]",510
language_43,"[1, 1]",510
language_44,"[1, 1]",510
language_45,"[1, 1]",510
language_46,"[1, 1]",510
language_47,"[1, 1]",510
language_48,"[1, 1]",510
language_49,"[1, 1]",510
language_50,"[1, 1]",510
language_51,"[1, 1]",510
language_52,"[1, 1]",510
language_53,"[1, 1]",510
language_54,"[1, 1]",510
language_55,"[1, 1]",510
language_56,"[0, 1]",510
language_57,"[1, 1]",510
language_58,"[1, 1]",510
language_59,"[1, 1]",510
language_60,"[1, 1]",510
language_61,"[1, 1]",510
language_62,"[0, 1]",510
language_63,"[1, 1]",510
language_64,"[1, 1]",510
language_65,"[1, 1]",510
language_66,"[1, 1]",510
language_67,"[1, 1]",510
language_68,"[1, 1]",510
language_69,"[1, 0]",510
language_70,"[0, 1]",510
language_71,"[1, 1]",510
language_72,"[1, 1]",510
language_73,"[1, 0]",510
language_74,"[1, 1]",510
language_75,"[1, 1]",510
language_76,"[1, 1]",510
language_77,"[1, 1]",510
language_78,"[1, 1]",510
language_79,"[1, 1]",510
language_80,"[1, 1]",510
language_81,"[1, 1]",510
language_82,"[0, 1]",510
language_83,"[1, 1]",510
language_84,"[1, 1]",510
language_85,"[1, 1]",510
language_86,"[1, 1]",510
language_87,"[0, 1]",510
language_89,"[1, 1]",510
language_90,"[1, 1]",510
language_91,"[1, 1]",510
language_92,"[1, 1]",510
language_93,"[1, 1]",510
language_94,"[1, 0]",510
language_95,"[1, 1]",510
language_96,"[1, 1]",510
language_98,"[1, 1]",510
language_99,"[1, 1]",510
language_100,"[1, 1]",510
language_101,"[1, 0]",510
language_102,"[1, 1]",510
language_103,"[0, 1]",510
language_104,"[1, 1]",510
language_105,"[1, 1]",510
language_106,"[1, 1]",510
language_107,"[1, 1]",510
language_108,"[1, 1]",510
language_109,"[1, 1]",510
language_111,"[1, 1]",510
language_112,"[1, 1]",510
language_113,"[1, 1]",510
language_114,"[1, 1]",510
language_115,"[1, 1]",510
language_116,"[0, 1]",510
language_117,"[1, 1]",510
language_118,"[1, 1]",510
language_119,"[1, 1]",510
language_120,"[1, 1]",510
language_121,"[1, 1]",510
language_123,"[1, 0]",510
language_124,"[1, 1]",510
language_125,"[1, 1]",510
language_126,"[1, 1]",510
language_127,"[1, 1]",510
language_128,"[1, 1]",510
language_129,"[0, 1]",510
language_130,"[1, 1]",510
language_131,"[1, 1]",510
language_132,"[1, 1]",510
language_133,"[1, 1]",510
language_134,"[1, 1]",510
language_135,"[1, 1]",510
language_136,"[1, 1]",510
language_137,"[1, 1]",510
language_138,"[1, 1]",510
language_139,"[1, 1]",510
language_140,"[1, 1]",510
language_141,"[1, 1]",510
language_142,"[1, 1]",510
language_144,"[1, 1]",510
language_145,"[1, 1]",510
language_146,"[1, 1]",510
language_147,"[0, 1]",510
language_148,"[1, 1]",510
language_149,"[0, 1]",510
language_150,"[1, 1]",510
language_151,"[1, 1]",510
language_152,"[0, 1]",510
language_153,"[1, 1]",510
language_154,"[1, 1]",510
language_155,"[1, 1]",510
language_156,"[1, 1]",510
language_157,"[0, 1]",510
language_158,"[0, 1]",510
language_159,"[1, 1]",510
language_160,"[1, 1]",510
language_162,"[1, 1]",510
language_163,"[1, 1]",510
language_164,"[1, 1]",510
language_165,"[1, 1]",510
language_166,"[1, 0]",510
language_167,"[1, 1]",510
language_168,"[1, 1]",510
language_169,"[1, 1]",510
language_170,"[0, 1]",510
language_171,"[1, 1]",510
language_172,"[0, 1]",510
language_174,"[1, 1]",510
language_176,"[1, 1]",510
language_177,"[1, 1]",510
language_178,"[1, 1]",510
language_179,"[1, 1]",510
language_180,"[1, 1]",510
language_181,"[1, 1]",510
language_182,"[1, 1]",510
language_183,"[1, 1]",510
language_185,"[1, 1]",510
language_186,"[1, 1]",510
language_187,"[0, 1]",510
language_188,"[1, 1]",510
language_190,"[1, 0]",510
language_191,"[1, 1]",510
language_192,"[1, 1]",510
language_193,"[1, 1]",510
language_194,"[1, 1]",510
language_195,"[0, 1]",510
language_196,"[1, 1]",510
language_198,"[1, 1]",510
language_199,"[1, 0]",510
language_200,"[1, 1]",510
language_201,"[1, 1]",510
language_202,"[1, 1]",510
language_203,"[1, 1]",510
language_204,"[0, 1]",510
language_205,"[1, 1]",510
language_206,"[1, 1]",510
language_207,"[1, 1]",510
language_208,"[1, 1]",510
language_209,"[1, 1]",510
language_210,"[1, 1]",510
language_212,"[1, 0]",510
language_213,"[1, 1]",510
language_214,"[1, 1]",510
language_216,"[1, 1]",510
language_217,"[1, 1]",510
language_219,"[1, 1]",510
language_220,"[0, 1]",510
language_221,"[1, 1]",510
language_222,"[1, 1]",510
language_224,"[1, 1]",510
language_225,"[1, 1]",510
language_226,"[1, 1]",510
language_227,"[1, 1]",510
language_228,"[1, 1]",510
language_229,"[1, 1]",510
language_230,"[1, 1]",510
language_231,"[1, 1]",510
language_232,"[1, 1]",510
language_233,"[1, 1]",510
language_234,"[1, 1]",510
language_235,"[1, 1]",510
language_238,"[1, 1]",510
language_239,"[1, 1]",510
language_240,"[1, 1]",510
language_241,"[1, 1]",510
language_242,"[1, 1]",510
language_243,"[1, 1]",510
language_244,"[1, 0]",510
language_245,"[1, 1]",510
language_246,"[1, 1]",510
language_248,"[1, 1]",510
language_249,"[1, 1]",510
language_250,"[1, 1]",510
language_251,"[1, 1]",510
language_252,"[1, 1]",510
language_253,"[1, 1]",510
language_254,"[1, 1]",510
language_255,"[1, 1]",510
language_256,"[1, 1]",510
language_257,"[1, 1]",510
language_258,"[1, 1]",510
language_259,"[1, 1]",510
language_260,"[1, 1]",510
language_261,"[1, 1]",510
language_262,"[1, 1]",510
language_263,"[0, 1]",510
language_264,"[1, 1]",510
language_265,"[1, 1]",510
language_266,"[1, 1]",510
language_267,"[1, 0]",510
language_268,"[1, 1]",510
language_270,"[0, 1]",510
language_271,"[1, 1]",510
language_272,"[1, 1]",510
language_273,"[1, 1]",510
language_274,"[1, 1]",510
language_275,"[1, 1]",510
language_276,"[1, 1]",510
language_277,"[1, 1]",510
language_278,"[1, 1]",510
language_279,"[1, 1]",510
language_280,"[1, 1]",510
language_281,"[1, 1]",510
language_282,"[1, 1]",510
language_283,"[1, 1]",510
language_284,"[1, 1]",510
language_285,"[1, 1]",510
language_286,"[0, 1]",510
language_287,"[1, 1]",510
language_288,"[1, 0]",510
language_289,"[1, 1]",510
language_290,"[1, 1]",510
language_291,"[1, 1]",510
language_292,"[1, 1]",510
language_293,"[1, 1]",510
language_294,"[1, 1]",510
language_296,"[1, 1]",510
language_297,"[1, 1]",510
language_298,"[1, 1]",510
language_299,"[1, 1]",510
language_300,"[1, 1]",510
language_301,"[1, 1]",510
language_302,"[1, 1]",510
language_303,"[1, 1]",510
language_304,"[1, 1]",510
language_305,"[1, 1]",510
language_306,"[1, 1]",510
language_307,"[1, 1]",510
language_309,"[1, 1]",510
language_310,"[1, 1]",510
language_311,"[1, 0]",510
language_312,"[1, 1]",510
language_314,"[1, 0]",510
language_316,"[1, 1]",510
language_318,"[1, 1]",510
language_319,"[1, 1]",510
language_320,"[1, 1]",510
language_321,"[0, 1]",510
language_322,"[0, 1]",510
language_323,"[1, 1]",510
language_324,"[1, 1]",510
language_325,"[1, 1]",510
language_326,"[1, 1]",510
language_327,"[0, 1]",510
language_328,"[1, 1]",510
language_329,"[1, 1]",510
language_330,"[1, 1]",510
language_331,"[1, 1]",510
language_332,"[1, 1]",510
language_333,"[1, 1]",510
language_334,"[1, 1]",510
language_335,"[1, 1]",510
language_336,"[1, 1]",510
language_337,"[0, 1]",510
language_338,"[1, 1]",510
language_339,"[0, 1]",510
language_340,"[0, 1]",510
language_341,"[0, 1]",510
language_342,"[1, 1]",510
language_343,"[1, 1]",510
language_344,"[1, 1]",510
language_345,"[1, 1]",510
language_346,"[1, 1]",510
