LANGUAGE,GENDER,SET
language_2,"[1, 1]",942
language_3,"[1, 1]",942
language_4,"[1, 1]",942
language_5,"[1, 1]",942
language_6,"[0, 1]",942
language_7,"[1, 1]",942
language_8,"[0, 1]",942
language_9,"[1, 1]",942
language_10,"[1, 1]",942
language_11,"[1, 1]",942
language_12,"[1, 1]",942
language_13,"[1, 1]",942
language_14,"[1, 1]",942
language_15,"[1, 1]",942
language_16,"[1, 1]",942
language_17,"[1, 1]",942
language_18,"[1, 1]",942
language_19,"[1, 1]",942
language_20,"[1, 1]",942
language_21,"[1, 1]",942
language_22,"[1, 1]",942
language_23,"[1, 1]",942
language_24,"[1, 1]",942
language_25,"[1, 1]",942
language_26,"[1, 1]",942
language_27,"[0, 1]",942
language_28,"[0, 1]",942
language_29,"[1, 1]",942
language_31,"[1, 1]",942
language_32,"[0, 1]",942
language_33,"[1, 1]",942
language_34,"[0, 1]",942
language_35,"[1, 1]",942
language_37,"[1, 1]",942
language_39,"[1, 1]",942
language_40,"[1, 1]",942
language_41,"[1, 1]",942
language_42,"[1, 1]",942
language_43,"[1, 1]",942
language_44,"[1, 1]",942
language_45,"[1, 1]",942
language_46,"[1, 1]",942
language_47,"[1, 1]",942
language_48,"[1, 1]",942
language_49,"[1, 1]",942
language_50,"[1, 1]",942
language_51,"[1, 1]",942
language_52,"[0, 1]",942
language_53,"[1, 1]",942
language_54,"[0, 1]",942
language_55,"[1, 1]",942
language_56,"[1, 1]",942
language_57,"[1, 1]",942
language_58,"[1, 1]",942
language_59,"[1, 0]",942
language_60,"[1, 1]",942
language_61,"[1, 1]",942
language_62,"[1, 0]",942
language_63,"[1, 1]",942
language_64,"[1, 1]",942
language_65,"[0, 1]",942
language_66,"[1, 1]",942
language_67,"[0, 1]",942
language_68,"[1, 0]",942
language_69,"[0, 1]",942
language_71,"[0, 1]",942
language_72,"[1, 1]",942
language_73,"[1, 1]",942
language_74,"[0, 1]",942
language_75,"[0, 1]",942
language_76,"[1, 1]",942
language_78,"[1, 1]",942
language_79,"[1, 1]",942
language_80,"[1, 1]",942
language_81,"[1, 1]",942
language_82,"[0, 1]",942
language_83,"[1, 1]",942
language_84,"[1, 1]",942
language_85,"[1, 1]",942
language_86,"[1, 1]",942
language_87,"[1, 1]",942
language_88,"[1, 1]",942
language_89,"[1, 1]",942
language_90,"[1, 1]",942
language_91,"[1, 1]",942
language_92,"[1, 1]",942
language_93,"[1, 0]",942
language_94,"[1, 1]",942
language_95,"[1, 1]",942
language_96,"[1, 1]",942
language_97,"[1, 1]",942
language_98,"[1, 1]",942
language_99,"[1, 1]",942
language_100,"[0, 1]",942
language_101,"[1, 1]",942
language_102,"[1, 1]",942
language_103,"[0, 1]",942
language_104,"[1, 1]",942
language_105,"[1, 1]",942
language_106,"[1, 1]",942
language_107,"[1, 1]",942
language_108,"[1, 1]",942
language_109,"[1, 1]",942
language_110,"[1, 1]",942
language_111,"[1, 1]",942
language_113,"[0, 1]",942
language_114,"[1, 1]",942
language_115,"[1, 1]",942
language_116,"[1, 1]",942
language_117,"[1, 1]",942
language_118,"[1, 1]",942
language_119,"[1, 1]",942
language_120,"[1, 1]",942
language_121,"[1, 1]",942
language_122,"[1, 1]",942
language_123,"[1, 1]",942
language_124,"[1, 1]",942
language_125,"[1, 1]",942
language_126,"[1, 1]",942
language_127,"[1, 1]",942
language_128,"[0, 1]",942
language_129,"[1, 1]",942
language_130,"[0, 0]",942
language_131,"[1, 1]",942
language_132,"[1, 1]",942
language_133,"[1, 1]",942
language_134,"[1, 1]",942
language_135,"[1, 1]",942
language_136,"[1, 1]",942
language_137,"[1, 1]",942
language_138,"[1, 1]",942
language_139,"[1, 1]",942
language_140,"[1, 1]",942
language_141,"[1, 1]",942
language_142,"[1, 1]",942
language_144,"[1, 1]",942
language_145,"[1, 0]",942
language_146,"[1, 1]",942
language_147,"[1, 1]",942
language_148,"[1, 1]",942
language_149,"[1, 1]",942
language_150,"[1, 1]",942
language_151,"[1, 0]",942
language_153,"[1, 1]",942
language_154,"[1, 1]",942
language_155,"[1, 1]",942
language_156,"[1, 1]",942
language_157,"[1, 1]",942
language_158,"[1, 1]",942
language_159,"[1, 0]",942
language_160,"[1, 1]",942
language_161,"[1, 1]",942
language_162,"[1, 1]",942
language_163,"[1, 1]",942
language_164,"[1, 1]",942
language_165,"[1, 1]",942
language_166,"[1, 1]",942
language_167,"[1, 1]",942
language_168,"[1, 1]",942
language_169,"[0, 1]",942
language_170,"[1, 1]",942
language_171,"[1, 1]",942
language_172,"[1, 1]",942
language_173,"[0, 1]",942
language_175,"[1, 1]",942
language_176,"[1, 1]",942
language_177,"[1, 1]",942
language_178,"[1, 1]",942
language_179,"[1, 1]",942
language_180,"[1, 1]",942
language_181,"[1, 1]",942
language_182,"[1, 1]",942
language_183,"[1, 1]",942
language_184,"[1, 1]",942
language_185,"[1, 1]",942
language_186,"[1, 1]",942
language_187,"[1, 1]",942
language_188,"[1, 1]",942
language_189,"[0, 1]",942
language_190,"[1, 0]",942
language_191,"[1, 1]",942
language_192,"[1, 1]",942
language_193,"[1, 1]",942
language_194,"[1, 1]",942
language_195,"[1, 1]",942
language_196,"[1, 1]",942
language_197,"[1, 1]",942
language_199,"[1, 1]",942
language_200,"[1, 1]",942
language_201,"[1, 1]",942
language_202,"[1, 0]",942
language_203,"[1, 1]",942
language_204,"[1, 1]",942
language_205,"[1, 1]",942
language_206,"[1, 1]",942
language_207,"[1, 1]",942
language_208,"[1, 1]",942
language_209,"[1, 1]",942
language_210,"[0, 0]",942
language_211,"[1, 1]",942
language_212,"[1, 1]",942
language_213,"[1, 1]",942
language_215,"[1, 1]",942
language_216,"[1, 1]",942
language_217,"[1, 1]",942
language_218,"[1, 1]",942
language_219,"[1, 1]",942
language_220,"[1, 1]",942
language_221,"[1, 1]",942
language_222,"[1, 1]",942
language_223,"[1, 1]",942
language_224,"[1, 1]",942
language_225,"[1, 1]",942
language_226,"[1, 1]",942
language_227,"[1, 1]",942
language_228,"[1, 1]",942
language_229,"[0, 0]",942
language_230,"[1, 1]",942
language_231,"[1, 1]",942
language_232,"[1, 1]",942
language_233,"[1, 1]",942
language_234,"[1, 1]",942
language_235,"[1, 0]",942
language_236,"[1, 1]",942
language_237,"[1, 0]",942
language_238,"[1, 1]",942
language_239,"[1, 1]",942
language_240,"[1, 1]",942
language_242,"[1, 1]",942
language_244,"[1, 1]",942
language_245,"[1, 1]",942
language_246,"[1, 1]",942
language_247,"[0, 1]",942
language_248,"[0, 0]",942
language_249,"[1, 1]",942
language_250,"[0, 1]",942
language_251,"[1, 1]",942
language_252,"[1, 1]",942
language_253,"[1, 1]",942
language_254,"[1, 1]",942
language_255,"[1, 1]",942
language_256,"[1, 1]",942
language_257,"[1, 1]",942
language_258,"[1, 1]",942
language_259,"[1, 1]",942
language_260,"[0, 1]",942
language_261,"[1, 1]",942
language_262,"[1, 1]",942
language_263,"[1, 1]",942
language_264,"[1, 1]",942
language_265,"[1, 1]",942
language_266,"[1, 1]",942
language_267,"[0, 1]",942
language_268,"[1, 1]",942
language_269,"[1, 1]",942
language_270,"[1, 0]",942
language_271,"[1, 1]",942
language_272,"[1, 0]",942
language_273,"[1, 1]",942
language_274,"[1, 1]",942
language_275,"[1, 1]",942
language_276,"[1, 1]",942
language_277,"[1, 1]",942
language_278,"[1, 1]",942
language_279,"[1, 1]",942
language_281,"[1, 1]",942
language_282,"[1, 1]",942
language_283,"[1, 1]",942
language_284,"[1, 1]",942
language_285,"[1, 1]",942
language_286,"[1, 1]",942
language_287,"[1, 1]",942
language_288,"[1, 1]",942
language_289,"[0, 0]",942
language_290,"[1, 1]",942
language_291,"[1, 1]",942
language_292,"[1, 1]",942
language_293,"[0, 1]",942
language_294,"[1, 1]",942
language_295,"[1, 1]",942
language_296,"[0, 1]",942
language_297,"[1, 1]",942
language_298,"[1, 1]",942
language_299,"[1, 1]",942
language_300,"[1, 1]",942
language_301,"[1, 1]",942
language_302,"[1, 1]",942
language_304,"[1, 1]",942
language_306,"[1, 0]",942
language_309,"[1, 1]",942
language_310,"[1, 1]",942
language_311,"[1, 1]",942
language_312,"[1, 1]",942
language_313,"[1, 1]",942
language_314,"[1, 1]",942
language_315,"[1, 1]",942
language_316,"[1, 1]",942
language_317,"[1, 1]",942
language_318,"[1, 0]",942
language_319,"[1, 1]",942
language_320,"[1, 1]",942
language_321,"[1, 1]",942
language_323,"[1, 1]",942
language_324,"[1, 1]",942
language_325,"[1, 1]",942
language_326,"[1, 1]",942
language_327,"[1, 1]",942
language_328,"[1, 0]",942
language_329,"[1, 0]",942
language_330,"[1, 1]",942
language_331,"[1, 1]",942
language_332,"[0, 1]",942
language_333,"[1, 1]",942
language_334,"[1, 1]",942
language_335,"[1, 1]",942
language_336,"[1, 0]",942
language_337,"[1, 1]",942
language_339,"[1, 1]",942
language_340,"[1, 1]",942
language_341,"[0, 1]",942
language_342,"[1, 1]",942
language_343,"[1, 1]",942
language_344,"[1, 1]",942
language_345,"[1, 1]",942
language_346,"[1, 1]",942
language_347,"[0, 1]",942
language_348,"[0, 0]",942
language_349,"[0, 1]",942
language_350,"[1, 1]",942
language_351,"[1, 1]",942
language_352,"[1, 0]",942
language_353,"[1, 1]",942
language_354,"[1, 1]",942
language_355,"[0, 1]",942
language_356,"[1, 1]",942
language_357,"[1, 1]",942
language_358,"[1, 1]",942
language_359,"[0, 1]",942
language_360,"[1, 1]",942
language_361,"[1, 1]",942
language_362,"[0, 1]",942
language_363,"[1, 1]",942
language_364,"[1, 1]",942
language_365,"[1, 1]",942
language_366,"[1, 1]",942
language_367,"[1, 1]",942
language_368,"[1, 1]",942
language_369,"[1, 1]",942
language_370,"[1, 1]",942
language_371,"[0, 1]",942
language_372,"[1, 1]",942
language_373,"[1, 1]",942
language_374,"[1, 1]",942
language_375,"[1, 1]",942
language_376,"[0, 1]",942
language_377,"[1, 1]",942
language_378,"[1, 1]",942
language_379,"[1, 1]",942
language_380,"[1, 1]",942
language_381,"[1, 1]",942
language_382,"[1, 1]",942
language_383,"[0, 1]",942
language_384,"[1, 0]",942
language_386,"[1, 1]",942
language_387,"[1, 1]",942
language_388,"[1, 0]",942
language_389,"[1, 0]",942
language_390,"[1, 1]",942
language_391,"[0, 1]",942
language_392,"[1, 1]",942
language_393,"[1, 1]",942
language_394,"[1, 1]",942
language_395,"[1, 1]",942
language_396,"[1, 1]",942
language_397,"[1, 1]",942
language_398,"[1, 1]",942
language_399,"[1, 1]",942
language_400,"[1, 1]",942
language_401,"[1, 1]",942
language_402,"[1, 1]",942
language_403,"[1, 1]",942
language_404,"[1, 1]",942
language_405,"[1, 1]",942
language_406,"[1, 1]",942
language_407,"[0, 0]",942
language_408,"[0, 1]",942
language_409,"[1, 1]",942
language_410,"[1, 1]",942
language_411,"[1, 1]",942
language_412,"[1, 1]",942
language_413,"[1, 0]",942
language_414,"[1, 1]",942
language_415,"[1, 1]",942
language_416,"[1, 1]",942
language_417,"[1, 1]",942
language_418,"[0, 1]",942
language_419,"[1, 1]",942
language_420,"[0, 1]",942
language_421,"[0, 0]",942
language_422,"[0, 1]",942
language_423,"[1, 1]",942
language_424,"[1, 1]",942
language_426,"[1, 1]",942
language_427,"[1, 1]",942
language_428,"[1, 0]",942
language_429,"[1, 0]",942
language_430,"[1, 1]",942
language_431,"[1, 1]",942
language_432,"[1, 0]",942
language_433,"[1, 0]",942
language_435,"[1, 1]",942
language_436,"[1, 1]",942
language_437,"[1, 1]",942
language_438,"[1, 1]",942
language_439,"[1, 1]",942
language_440,"[1, 0]",942
language_441,"[0, 1]",942
language_442,"[1, 1]",942
language_443,"[1, 1]",942
language_444,"[1, 1]",942
language_445,"[1, 1]",942
language_446,"[1, 1]",942
language_447,"[1, 1]",942
language_448,"[1, 1]",942
language_449,"[1, 1]",942
language_450,"[1, 1]",942
language_451,"[1, 0]",942
language_452,"[1, 0]",942
language_453,"[1, 0]",942
language_454,"[0, 1]",942
language_455,"[1, 1]",942
language_456,"[1, 1]",942
language_457,"[1, 1]",942
language_458,"[0, 1]",942
language_459,"[0, 1]",942
language_460,"[1, 1]",942
language_461,"[1, 1]",942
language_462,"[1, 1]",942
language_465,"[1, 1]",942
language_466,"[1, 1]",942
language_467,"[1, 1]",942
language_468,"[1, 1]",942
language_469,"[1, 1]",942
language_470,"[1, 1]",942
language_471,"[0, 1]",942
language_472,"[1, 1]",942
language_473,"[1, 1]",942
language_474,"[1, 1]",942
language_475,"[1, 1]",942
language_476,"[1, 1]",942
language_477,"[1, 1]",942
language_478,"[1, 1]",942
language_479,"[1, 1]",942
language_480,"[1, 1]",942
language_481,"[1, 1]",942
language_482,"[1, 1]",942
language_483,"[1, 1]",942
language_484,"[0, 0]",942
language_485,"[1, 1]",942
language_486,"[1, 1]",942
language_488,"[0, 1]",942
language_489,"[1, 0]",942
language_490,"[1, 1]",942
language_492,"[1, 1]",942
language_493,"[1, 1]",942
language_494,"[1, 1]",942
language_495,"[1, 1]",942
language_496,"[1, 1]",942
language_497,"[1, 1]",942
language_498,"[1, 1]",942
language_499,"[1, 1]",942
language_500,"[1, 1]",942
language_501,"[1, 1]",942
language_502,"[1, 1]",942
language_503,"[1, 1]",942
language_504,"[1, 1]",942
language_505,"[0, 1]",942
language_506,"[0, 1]",942
language_507,"[1, 0]",942
language_508,"[1, 1]",942
language_509,"[1, 1]",942
language_510,"[1, 1]",942
language_511,"[0, 1]",942
language_512,"[1, 1]",942
language_513,"[1, 1]",942
language_514,"[1, 1]",942
language_515,"[1, 1]",942
language_516,"[1, 1]",942
language_518,"[1, 1]",942
language_519,"[1, 1]",942
language_520,"[1, 1]",942
language_521,"[1, 1]",942
language_522,"[1, 1]",942
language_523,"[1, 1]",942
language_524,"[1, 1]",942
language_525,"[1, 1]",942
language_526,"[1, 1]",942
language_528,"[1, 1]",942
language_529,"[1, 1]",942
language_530,"[1, 1]",942
language_533,"[1, 1]",942
language_534,"[1, 1]",942
language_535,"[1, 1]",942
language_536,"[1, 1]",942
language_537,"[1, 0]",942
language_538,"[1, 1]",942
language_539,"[1, 1]",942
language_540,"[1, 1]",942
language_541,"[1, 0]",942
language_542,"[1, 1]",942
language_543,"[1, 1]",942
language_545,"[1, 1]",942
language_546,"[1, 1]",942
language_547,"[1, 1]",942
language_548,"[1, 1]",942
language_549,"[1, 1]",942
language_550,"[1, 1]",942
language_551,"[1, 1]",942
