LANGUAGE,GENDER,SET
language_1,"[1, 1]",159
language_2,"[1, 0]",159
language_3,"[1, 1]",159
language_4,"[1, 1]",159
language_6,"[1, 1]",159
language_7,"[1, 1]",159
language_8,"[1, 1]",159
language_9,"[0, 1]",159
language_10,"[1, 1]",159
language_11,"[1, 1]",159
language_12,"[1, 1]",159
language_13,"[1, 1]",159
language_14,"[1, 1]",159
language_15,"[1, 1]",159
language_16,"[1, 1]",159
language_17,"[1, 1]",159
language_18,"[1, 1]",159
language_20,"[1, 1]",159
language_21,"[1, 1]",159
language_22,"[0, 1]",159
language_23,"[1, 0]",159
language_25,"[1, 1]",159
language_26,"[1, 1]",159
language_27,"[1, 1]",159
language_28,"[1, 1]",159
language_29,"[1, 1]",159
language_30,"[1, 0]",159
language_31,"[1, 1]",159
language_32,"[1, 1]",159
language_33,"[1, 1]",159
language_34,"[0, 1]",159
language_35,"[1, 1]",159
language_36,"[1, 1]",159
language_37,"[1, 1]",159
language_38,"[1, 1]",159
language_39,"[1, 1]",159
language_40,"[1, 1]",159
language_41,"[1, 1]",159
language_42,"[1, 1]",159
language_43,"[1, 1]",159
language_44,"[1, 1]",159
language_45,"[1, 1]",159
language_46,"[1, 1]",159
language_47,"[1, 1]",159
language_48,"[1, 1]",159
language_49,"[1, 1]",159
language_50,"[1, 1]",159
language_51,"[1, 1]",159
language_53,"[1, 1]",159
language_54,"[1, 1]",159
language_55,"[0, 1]",159
language_56,"[1, 1]",159
language_57,"[1, 1]",159
language_58,"[1, 1]",159
language_59,"[1, 1]",159
language_60,"[0, 1]",159
language_61,"[1, 1]",159
language_62,"[1, 1]",159
language_63,"[1, 1]",159
language_64,"[1, 1]",159
language_65,"[1, 1]",159
language_66,"[0, 1]",159
language_67,"[1, 1]",159
language_68,"[1, 1]",159
language_69,"[1, 1]",159
language_70,"[1, 1]",159
language_72,"[1, 1]",159
language_73,"[1, 1]",159
language_74,"[1, 1]",159
language_75,"[0, 1]",159
language_76,"[1, 1]",159
language_77,"[1, 1]",159
language_78,"[1, 1]",159
language_80,"[1, 1]",159
language_81,"[1, 1]",159
language_82,"[1, 1]",159
language_83,"[1, 1]",159
language_84,"[1, 1]",159
language_85,"[1, 1]",159
language_86,"[1, 1]",159
language_88,"[1, 1]",159
language_89,"[1, 1]",159
language_90,"[1, 1]",159
language_91,"[0, 1]",159
language_92,"[1, 1]",159
language_94,"[1, 1]",159
language_95,"[1, 1]",159
language_96,"[1, 1]",159
language_97,"[1, 1]",159
language_98,"[1, 0]",159
language_99,"[1, 1]",159
language_100,"[1, 1]",159
