LANGUAGE,GENDER,SET
language_1,"[1, 1]",33
language_2,"[1, 1]",33
language_3,"[1, 1]",33
language_4,"[1, 1]",33
language_5,"[1, 1]",33
language_6,"[1, 1]",33
language_7,"[1, 1]",33
language_8,"[1, 1]",33
language_9,"[1, 1]",33
language_10,"[1, 1]",33
language_11,"[1, 1]",33
language_12,"[1, 1]",33
language_13,"[1, 1]",33
language_14,"[0, 1]",33
language_15,"[1, 1]",33
language_16,"[1, 1]",33
language_17,"[0, 1]",33
language_18,"[1, 1]",33
language_19,"[1, 1]",33
language_20,"[1, 1]",33
language_21,"[1, 1]",33
language_22,"[1, 1]",33
language_23,"[1, 0]",33
language_24,"[1, 1]",33
language_25,"[1, 0]",33
language_26,"[1, 1]",33
language_27,"[1, 1]",33
language_28,"[1, 1]",33
language_29,"[1, 1]",33
language_30,"[1, 1]",33
language_32,"[1, 1]",33
language_33,"[1, 1]",33
language_34,"[1, 1]",33
language_35,"[1, 1]",33
language_36,"[1, 1]",33
language_37,"[1, 1]",33
language_38,"[1, 1]",33
language_39,"[1, 1]",33
language_42,"[1, 1]",33
language_43,"[1, 1]",33
language_44,"[1, 1]",33
language_45,"[1, 1]",33
language_46,"[1, 1]",33
language_47,"[1, 1]",33
language_48,"[1, 1]",33
language_49,"[1, 1]",33
language_50,"[1, 1]",33
language_53,"[1, 1]",33
language_54,"[1, 1]",33
language_55,"[1, 1]",33
language_56,"[1, 1]",33
language_58,"[1, 1]",33
language_59,"[1, 1]",33
language_61,"[1, 1]",33
language_62,"[1, 1]",33
language_63,"[1, 1]",33
language_64,"[1, 1]",33
language_66,"[1, 1]",33
language_67,"[1, 1]",33
language_68,"[1, 1]",33
language_69,"[1, 1]",33
language_70,"[1, 1]",33
language_71,"[1, 1]",33
language_72,"[1, 1]",33
language_73,"[1, 1]",33
language_74,"[1, 1]",33
language_75,"[1, 1]",33
language_76,"[1, 1]",33
language_77,"[1, 1]",33
language_78,"[1, 1]",33
language_79,"[1, 1]",33
language_80,"[1, 1]",33
language_81,"[1, 1]",33
language_82,"[1, 1]",33
language_83,"[1, 0]",33
language_84,"[1, 1]",33
language_85,"[1, 0]",33
language_86,"[1, 1]",33
language_88,"[0, 1]",33
language_89,"[1, 1]",33
language_90,"[1, 1]",33
language_91,"[1, 1]",33
language_92,"[1, 1]",33
language_93,"[1, 1]",33
language_94,"[1, 1]",33
language_95,"[1, 1]",33
language_96,"[1, 1]",33
language_97,"[1, 1]",33
language_99,"[1, 1]",33
language_100,"[0, 1]",33
language_101,"[0, 0]",33
language_102,"[1, 1]",33
language_103,"[1, 1]",33
language_104,"[1, 1]",33
language_105,"[1, 1]",33
language_106,"[1, 0]",33
language_107,"[1, 1]",33
language_108,"[1, 0]",33
language_109,"[1, 1]",33
language_110,"[1, 1]",33
language_111,"[1, 0]",33
language_112,"[1, 1]",33
language_113,"[1, 1]",33
language_114,"[1, 1]",33
language_115,"[1, 1]",33
language_116,"[1, 1]",33
language_117,"[1, 1]",33
language_118,"[1, 1]",33
language_119,"[1, 1]",33
language_121,"[1, 1]",33
language_122,"[1, 0]",33
language_123,"[1, 1]",33
language_124,"[1, 1]",33
language_125,"[1, 1]",33
language_126,"[1, 1]",33
language_128,"[1, 1]",33
