LANGUAGE,GENDER,SET
language_1,"[1, 1]",524
language_2,"[1, 1]",524
language_3,"[1, 1]",524
language_4,"[1, 1]",524
language_5,"[1, 1]",524
language_6,"[1, 1]",524
language_7,"[1, 1]",524
language_8,"[1, 1]",524
language_9,"[1, 1]",524
language_11,"[1, 1]",524
language_13,"[1, 1]",524
language_14,"[1, 1]",524
language_15,"[1, 1]",524
language_16,"[1, 1]",524
language_17,"[1, 1]",524
language_18,"[1, 1]",524
language_19,"[0, 1]",524
language_20,"[1, 1]",524
language_21,"[1, 1]",524
language_22,"[1, 1]",524
language_23,"[1, 1]",524
language_24,"[1, 1]",524
language_25,"[1, 1]",524
language_26,"[1, 1]",524
language_27,"[1, 1]",524
language_28,"[1, 0]",524
language_29,"[1, 1]",524
language_30,"[1, 1]",524
language_31,"[1, 1]",524
language_32,"[1, 1]",524
language_33,"[1, 1]",524
language_34,"[1, 1]",524
language_36,"[1, 1]",524
language_38,"[1, 1]",524
language_39,"[1, 1]",524
language_41,"[0, 1]",524
language_43,"[0, 1]",524
language_44,"[1, 1]",524
language_45,"[1, 1]",524
language_46,"[1, 1]",524
language_47,"[1, 1]",524
language_48,"[1, 1]",524
language_49,"[1, 1]",524
language_50,"[1, 1]",524
language_51,"[1, 1]",524
language_52,"[1, 1]",524
language_53,"[1, 1]",524
language_54,"[1, 1]",524
language_55,"[1, 0]",524
language_56,"[1, 1]",524
language_57,"[1, 1]",524
language_58,"[1, 1]",524
language_59,"[0, 0]",524
language_60,"[1, 1]",524
language_61,"[1, 1]",524
language_62,"[1, 1]",524
language_63,"[0, 1]",524
language_64,"[1, 1]",524
language_66,"[1, 1]",524
language_67,"[1, 0]",524
language_68,"[1, 1]",524
language_69,"[1, 1]",524
language_70,"[1, 1]",524
language_71,"[1, 0]",524
language_73,"[1, 0]",524
language_74,"[1, 0]",524
language_75,"[1, 1]",524
language_76,"[1, 1]",524
language_77,"[1, 1]",524
language_78,"[1, 1]",524
language_79,"[1, 1]",524
language_80,"[1, 1]",524
language_81,"[1, 1]",524
language_82,"[1, 1]",524
language_83,"[1, 1]",524
language_84,"[1, 1]",524
language_85,"[1, 1]",524
language_86,"[1, 1]",524
language_87,"[1, 1]",524
language_88,"[1, 1]",524
language_89,"[1, 1]",524
language_90,"[1, 1]",524
language_91,"[1, 1]",524
language_92,"[1, 1]",524
language_93,"[1, 1]",524
language_94,"[1, 1]",524
