LANGUAGE,GENDER,SET
language_3,"[1, 1]",329
language_4,"[1, 1]",329
language_5,"[1, 1]",329
language_6,"[1, 1]",329
language_7,"[1, 1]",329
language_8,"[1, 1]",329
language_9,"[1, 1]",329
language_10,"[1, 1]",329
language_11,"[1, 1]",329
language_12,"[1, 1]",329
language_13,"[1, 1]",329
language_14,"[1, 1]",329
language_15,"[1, 1]",329
language_16,"[0, 0]",329
language_17,"[1, 1]",329
language_18,"[1, 1]",329
language_19,"[1, 1]",329
language_20,"[1, 1]",329
language_21,"[1, 1]",329
language_22,"[1, 1]",329
language_23,"[0, 0]",329
language_24,"[1, 1]",329
language_25,"[1, 1]",329
language_26,"[1, 1]",329
language_27,"[1, 1]",329
language_28,"[0, 1]",329
language_29,"[1, 1]",329
language_30,"[1, 1]",329
language_31,"[1, 1]",329
language_32,"[1, 1]",329
language_33,"[1, 1]",329
language_34,"[1, 1]",329
language_35,"[1, 1]",329
language_36,"[1, 1]",329
language_37,"[0, 1]",329
language_38,"[1, 1]",329
language_40,"[1, 1]",329
language_41,"[1, 1]",329
language_42,"[1, 1]",329
language_43,"[1, 1]",329
language_44,"[1, 1]",329
language_45,"[1, 1]",329
language_46,"[1, 1]",329
language_47,"[1, 1]",329
language_48,"[1, 1]",329
language_49,"[1, 1]",329
language_50,"[1, 1]",329
language_51,"[1, 0]",329
language_52,"[1, 1]",329
language_53,"[1, 1]",329
language_54,"[1, 1]",329
language_55,"[1, 1]",329
language_56,"[0, 1]",329
language_58,"[1, 1]",329
language_59,"[1, 1]",329
language_60,"[0, 1]",329
language_61,"[1, 1]",329
language_62,"[1, 1]",329
language_63,"[0, 1]",329
language_65,"[0, 1]",329
language_66,"[1, 1]",329
language_67,"[1, 1]",329
language_68,"[1, 1]",329
language_69,"[1, 1]",329
language_70,"[1, 1]",329
language_71,"[1, 1]",329
language_72,"[1, 0]",329
language_73,"[0, 0]",329
language_74,"[1, 1]",329
language_75,"[0, 1]",329
language_76,"[1, 1]",329
language_77,"[1, 1]",329
language_78,"[1, 1]",329
language_79,"[1, 1]",329
language_80,"[1, 1]",329
language_81,"[1, 1]",329
language_82,"[0, 1]",329
language_83,"[1, 1]",329
language_84,"[1, 1]",329
language_85,"[1, 1]",329
language_86,"[0, 1]",329
language_87,"[1, 1]",329
language_88,"[1, 1]",329
