LANGUAGE,GENDER,SET
language_1,"[1, 1]",180
language_2,"[1, 1]",180
language_3,"[1, 1]",180
language_4,"[1, 1]",180
language_5,"[1, 1]",180
language_6,"[1, 1]",180
language_7,"[0, 1]",180
language_8,"[1, 1]",180
language_9,"[1, 1]",180
language_10,"[1, 1]",180
language_11,"[1, 1]",180
language_12,"[1, 1]",180
language_13,"[1, 1]",180
language_14,"[1, 1]",180
language_15,"[1, 1]",180
language_16,"[1, 1]",180
language_17,"[1, 1]",180
language_18,"[1, 1]",180
language_19,"[1, 1]",180
language_20,"[1, 1]",180
language_22,"[1, 1]",180
language_23,"[1, 1]",180
language_24,"[1, 1]",180
language_25,"[1, 1]",180
language_27,"[1, 1]",180
language_28,"[1, 1]",180
language_29,"[1, 1]",180
language_31,"[1, 1]",180
language_32,"[1, 1]",180
language_34,"[0, 1]",180
language_35,"[1, 1]",180
language_36,"[1, 1]",180
language_37,"[1, 1]",180
language_38,"[1, 1]",180
language_39,"[1, 1]",180
language_40,"[1, 1]",180
language_41,"[0, 1]",180
language_42,"[0, 0]",180
language_43,"[1, 1]",180
language_44,"[1, 1]",180
language_45,"[0, 1]",180
language_46,"[1, 1]",180
language_47,"[1, 1]",180
language_48,"[1, 1]",180
language_49,"[1, 1]",180
language_50,"[0, 1]",180
language_51,"[1, 1]",180
language_52,"[1, 1]",180
language_53,"[1, 1]",180
language_54,"[1, 1]",180
language_55,"[1, 1]",180
language_56,"[1, 1]",180
language_57,"[1, 1]",180
language_58,"[1, 1]",180
language_59,"[1, 1]",180
language_60,"[1, 1]",180
language_61,"[1, 0]",180
language_62,"[0, 1]",180
language_63,"[1, 1]",180
language_64,"[1, 1]",180
language_65,"[1, 1]",180
language_67,"[1, 1]",180
language_68,"[0, 1]",180
language_70,"[1, 1]",180
language_71,"[0, 1]",180
language_72,"[1, 1]",180
language_73,"[1, 1]",180
language_75,"[1, 1]",180
language_76,"[1, 1]",180
language_77,"[1, 1]",180
language_78,"[0, 1]",180
language_79,"[1, 1]",180
language_80,"[1, 1]",180
language_81,"[1, 1]",180
language_82,"[1, 1]",180
language_83,"[1, 1]",180
language_84,"[1, 1]",180
language_85,"[1, 1]",180
language_86,"[1, 1]",180
language_87,"[0, 1]",180
language_88,"[1, 1]",180
language_89,"[1, 1]",180
language_90,"[1, 1]",180
language_91,"[0, 1]",180
language_92,"[1, 1]",180
language_93,"[1, 1]",180
language_94,"[1, 1]",180
language_95,"[1, 1]",180
language_96,"[1, 1]",180
language_97,"[1, 0]",180
language_98,"[0, 1]",180
language_99,"[1, 1]",180
language_100,"[1, 1]",180
language_101,"[0, 1]",180
language_102,"[1, 1]",180
language_103,"[1, 1]",180
language_104,"[0, 1]",180
language_105,"[1, 0]",180
language_106,"[0, 1]",180
language_107,"[1, 1]",180
language_108,"[1, 1]",180
language_109,"[1, 1]",180
language_110,"[1, 1]",180
language_111,"[1, 1]",180
language_112,"[1, 0]",180
language_113,"[1, 0]",180
language_114,"[1, 1]",180
language_116,"[0, 1]",180
language_117,"[1, 1]",180
language_118,"[1, 1]",180
language_120,"[1, 1]",180
language_121,"[1, 1]",180
language_122,"[1, 1]",180
language_123,"[1, 1]",180
language_124,"[1, 1]",180
language_125,"[1, 1]",180
language_126,"[1, 0]",180
language_127,"[1, 1]",180
language_128,"[1, 1]",180
language_129,"[1, 1]",180
language_130,"[1, 1]",180
language_131,"[1, 1]",180
language_132,"[0, 1]",180
language_133,"[1, 1]",180
language_134,"[0, 1]",180
language_135,"[1, 1]",180
language_136,"[1, 1]",180
language_137,"[1, 1]",180
language_138,"[1, 1]",180
language_139,"[1, 0]",180
language_140,"[1, 1]",180
language_141,"[1, 1]",180
language_142,"[0, 1]",180
language_143,"[1, 1]",180
language_144,"[1, 1]",180
language_145,"[1, 1]",180
language_146,"[1, 1]",180
language_147,"[1, 1]",180
language_148,"[1, 1]",180
language_149,"[1, 1]",180
language_150,"[1, 1]",180
language_151,"[1, 1]",180
language_152,"[0, 1]",180
language_153,"[1, 0]",180
language_154,"[1, 0]",180
language_155,"[1, 1]",180
language_156,"[0, 1]",180
language_157,"[1, 1]",180
language_158,"[1, 0]",180
language_159,"[1, 1]",180
language_160,"[1, 1]",180
language_161,"[1, 1]",180
language_162,"[1, 1]",180
language_163,"[1, 1]",180
language_164,"[1, 1]",180
language_165,"[0, 1]",180
language_166,"[1, 1]",180
language_167,"[1, 1]",180
language_168,"[1, 1]",180
language_169,"[1, 1]",180
language_170,"[1, 1]",180
language_171,"[1, 1]",180
language_172,"[1, 1]",180
language_173,"[1, 1]",180
language_174,"[1, 1]",180
language_176,"[1, 1]",180
language_177,"[1, 1]",180
language_178,"[1, 1]",180
language_179,"[1, 1]",180
language_180,"[1, 1]",180
language_181,"[1, 1]",180
language_182,"[0, 1]",180
language_184,"[0, 1]",180
language_185,"[1, 1]",180
language_186,"[1, 1]",180
language_188,"[0, 1]",180
language_189,"[1, 1]",180
language_190,"[1, 1]",180
language_191,"[1, 1]",180
language_192,"[1, 1]",180
language_193,"[1, 1]",180
language_194,"[1, 1]",180
language_195,"[1, 1]",180
language_196,"[1, 0]",180
language_197,"[1, 1]",180
language_198,"[1, 1]",180
language_199,"[1, 1]",180
language_200,"[1, 1]",180
language_201,"[1, 1]",180
language_203,"[1, 1]",180
language_204,"[1, 1]",180
language_205,"[1, 1]",180
language_206,"[1, 1]",180
language_207,"[1, 1]",180
language_208,"[1, 1]",180
language_209,"[1, 1]",180
language_210,"[1, 0]",180
language_211,"[1, 1]",180
language_212,"[1, 1]",180
language_213,"[1, 1]",180
language_216,"[1, 1]",180
language_217,"[1, 1]",180
language_218,"[0, 1]",180
language_219,"[1, 0]",180
language_220,"[1, 1]",180
language_222,"[1, 1]",180
language_223,"[1, 1]",180
language_224,"[1, 1]",180
language_225,"[0, 1]",180
language_226,"[1, 1]",180
language_227,"[1, 1]",180
language_228,"[1, 1]",180
language_229,"[1, 1]",180
language_230,"[1, 1]",180
