LANGUAGE,GENDER,SET
language_1,"[1, 1]",195
language_2,"[1, 0]",195
language_3,"[0, 1]",195
language_4,"[1, 1]",195
language_5,"[1, 1]",195
language_6,"[1, 1]",195
language_7,"[1, 1]",195
language_8,"[1, 1]",195
language_9,"[1, 1]",195
language_10,"[1, 1]",195
language_12,"[1, 1]",195
language_13,"[0, 1]",195
language_14,"[1, 1]",195
language_15,"[1, 1]",195
language_16,"[1, 1]",195
language_17,"[1, 1]",195
language_18,"[1, 1]",195
language_19,"[1, 1]",195
language_21,"[1, 1]",195
language_22,"[1, 1]",195
language_23,"[1, 1]",195
language_24,"[1, 1]",195
language_25,"[1, 1]",195
language_26,"[0, 1]",195
language_27,"[0, 1]",195
language_28,"[1, 1]",195
language_29,"[1, 1]",195
language_31,"[1, 1]",195
language_32,"[0, 1]",195
language_33,"[1, 1]",195
language_35,"[1, 1]",195
language_36,"[1, 1]",195
language_37,"[1, 1]",195
language_38,"[1, 1]",195
language_39,"[1, 1]",195
language_40,"[1, 1]",195
language_41,"[1, 1]",195
language_42,"[1, 1]",195
language_43,"[1, 1]",195
language_44,"[0, 1]",195
language_45,"[1, 1]",195
language_46,"[1, 1]",195
language_47,"[1, 1]",195
language_48,"[1, 1]",195
language_49,"[1, 1]",195
language_50,"[1, 1]",195
language_51,"[1, 1]",195
language_52,"[1, 1]",195
language_53,"[1, 1]",195
language_54,"[1, 1]",195
language_55,"[1, 1]",195
language_56,"[1, 1]",195
language_57,"[1, 1]",195
language_59,"[1, 1]",195
language_60,"[0, 1]",195
language_61,"[1, 1]",195
language_62,"[1, 1]",195
language_63,"[1, 1]",195
language_64,"[0, 1]",195
language_65,"[1, 1]",195
language_66,"[1, 1]",195
language_67,"[1, 1]",195
language_68,"[1, 1]",195
language_69,"[1, 1]",195
language_70,"[1, 1]",195
language_71,"[1, 1]",195
language_72,"[1, 0]",195
language_73,"[0, 1]",195
language_74,"[0, 1]",195
language_75,"[1, 1]",195
language_76,"[1, 1]",195
language_77,"[1, 1]",195
language_79,"[1, 1]",195
language_80,"[1, 1]",195
language_81,"[1, 1]",195
language_82,"[1, 1]",195
language_83,"[1, 1]",195
language_86,"[1, 1]",195
language_88,"[1, 1]",195
language_89,"[1, 1]",195
language_90,"[1, 1]",195
language_91,"[1, 1]",195
language_92,"[1, 1]",195
language_93,"[1, 0]",195
language_94,"[1, 1]",195
language_95,"[1, 1]",195
language_97,"[1, 1]",195
language_98,"[1, 1]",195
language_99,"[1, 1]",195
language_100,"[1, 1]",195
language_101,"[1, 1]",195
language_103,"[1, 1]",195
language_104,"[1, 0]",195
language_105,"[1, 1]",195
language_106,"[1, 1]",195
language_108,"[1, 0]",195
language_109,"[0, 1]",195
language_110,"[1, 1]",195
language_111,"[1, 1]",195
language_112,"[1, 1]",195
language_113,"[1, 1]",195
language_114,"[1, 1]",195
language_115,"[1, 1]",195
language_116,"[1, 1]",195
language_117,"[1, 1]",195
language_118,"[0, 1]",195
language_120,"[1, 1]",195
language_121,"[1, 1]",195
language_122,"[1, 1]",195
language_123,"[1, 0]",195
language_124,"[1, 1]",195
language_125,"[1, 1]",195
language_127,"[1, 1]",195
language_129,"[1, 1]",195
language_130,"[1, 1]",195
language_131,"[1, 1]",195
language_132,"[1, 1]",195
language_133,"[1, 1]",195
language_134,"[1, 1]",195
language_135,"[1, 1]",195
language_136,"[1, 1]",195
language_137,"[1, 1]",195
language_138,"[1, 1]",195
language_139,"[1, 1]",195
language_140,"[1, 1]",195
language_141,"[1, 1]",195
language_142,"[0, 1]",195
language_143,"[1, 1]",195
language_144,"[1, 1]",195
language_145,"[1, 1]",195
language_146,"[0, 1]",195
language_147,"[1, 1]",195
language_149,"[1, 1]",195
language_150,"[1, 1]",195
language_151,"[0, 1]",195
language_152,"[0, 1]",195
language_153,"[1, 0]",195
language_154,"[1, 1]",195
language_155,"[1, 1]",195
language_156,"[1, 1]",195
language_157,"[1, 0]",195
language_158,"[1, 1]",195
language_159,"[1, 1]",195
language_160,"[1, 1]",195
language_161,"[1, 1]",195
language_162,"[1, 1]",195
language_163,"[1, 1]",195
language_164,"[1, 1]",195
language_165,"[1, 1]",195
language_166,"[1, 1]",195
language_167,"[1, 1]",195
language_168,"[1, 1]",195
language_169,"[1, 1]",195
language_170,"[1, 1]",195
language_171,"[1, 1]",195
language_172,"[1, 1]",195
language_173,"[1, 1]",195
language_174,"[0, 1]",195
language_175,"[1, 1]",195
language_176,"[0, 1]",195
language_177,"[1, 1]",195
language_178,"[1, 1]",195
language_179,"[1, 1]",195
language_180,"[0, 0]",195
language_181,"[1, 1]",195
language_183,"[1, 1]",195
language_184,"[1, 1]",195
language_185,"[1, 1]",195
language_186,"[1, 1]",195
language_187,"[1, 1]",195
language_188,"[1, 1]",195
language_189,"[1, 1]",195
language_190,"[1, 1]",195
language_191,"[1, 1]",195
language_192,"[1, 1]",195
language_193,"[1, 1]",195
language_194,"[1, 1]",195
language_195,"[0, 1]",195
language_196,"[1, 1]",195
language_197,"[1, 1]",195
language_198,"[1, 1]",195
language_199,"[1, 1]",195
language_200,"[1, 1]",195
language_203,"[1, 1]",195
language_204,"[1, 1]",195
language_205,"[1, 1]",195
language_206,"[1, 1]",195
language_207,"[1, 1]",195
language_208,"[1, 1]",195
language_209,"[1, 1]",195
language_210,"[1, 1]",195
language_211,"[1, 1]",195
language_212,"[1, 1]",195
language_213,"[1, 1]",195
language_215,"[0, 1]",195
language_216,"[1, 1]",195
language_217,"[1, 1]",195
language_218,"[1, 1]",195
language_219,"[1, 1]",195
language_220,"[0, 0]",195
language_222,"[1, 1]",195
language_223,"[1, 1]",195
language_224,"[1, 1]",195
language_225,"[1, 1]",195
language_226,"[1, 1]",195
language_227,"[1, 1]",195
language_228,"[1, 1]",195
language_229,"[1, 1]",195
language_230,"[1, 1]",195
language_231,"[1, 1]",195
language_232,"[1, 1]",195
language_233,"[0, 1]",195
language_234,"[1, 1]",195
language_235,"[1, 1]",195
language_236,"[1, 1]",195
language_238,"[0, 1]",195
language_239,"[1, 1]",195
language_240,"[1, 0]",195
language_241,"[1, 1]",195
language_242,"[1, 1]",195
language_243,"[1, 1]",195
language_244,"[1, 1]",195
language_245,"[0, 1]",195
language_246,"[1, 1]",195
language_247,"[1, 1]",195
language_248,"[1, 1]",195
language_250,"[1, 1]",195
language_251,"[1, 1]",195
language_252,"[1, 1]",195
language_253,"[1, 1]",195
language_254,"[1, 1]",195
