LANGUAGE,GENDER,SET
language_1,"[1, 1]",916
language_2,"[1, 1]",916
language_3,"[1, 1]",916
language_4,"[1, 1]",916
language_5,"[1, 1]",916
language_6,"[1, 1]",916
language_8,"[1, 1]",916
language_9,"[1, 1]",916
language_10,"[1, 1]",916
language_12,"[0, 1]",916
language_13,"[1, 1]",916
language_14,"[1, 1]",916
language_15,"[1, 1]",916
language_16,"[1, 1]",916
language_17,"[1, 1]",916
language_18,"[1, 1]",916
language_19,"[1, 1]",916
language_20,"[1, 1]",916
language_21,"[1, 1]",916
language_22,"[1, 1]",916
language_23,"[1, 1]",916
language_24,"[1, 1]",916
language_25,"[1, 1]",916
language_26,"[1, 0]",916
language_27,"[1, 1]",916
language_28,"[1, 1]",916
language_30,"[1, 1]",916
language_31,"[1, 1]",916
language_32,"[1, 1]",916
language_33,"[1, 1]",916
language_35,"[1, 0]",916
language_36,"[0, 1]",916
language_37,"[1, 1]",916
language_38,"[1, 1]",916
language_39,"[1, 1]",916
language_40,"[1, 1]",916
language_41,"[1, 1]",916
language_42,"[1, 1]",916
language_43,"[0, 1]",916
language_44,"[1, 1]",916
language_46,"[1, 1]",916
language_47,"[1, 1]",916
language_48,"[1, 1]",916
language_49,"[1, 1]",916
language_50,"[1, 1]",916
language_51,"[1, 1]",916
language_52,"[1, 1]",916
language_53,"[0, 1]",916
language_54,"[1, 1]",916
language_55,"[1, 1]",916
language_56,"[1, 1]",916
language_57,"[1, 1]",916
language_58,"[0, 1]",916
language_59,"[1, 1]",916
language_60,"[1, 1]",916
language_61,"[1, 1]",916
language_62,"[1, 1]",916
language_63,"[0, 1]",916
language_64,"[1, 1]",916
language_65,"[1, 1]",916
language_66,"[1, 1]",916
language_67,"[0, 1]",916
language_68,"[1, 1]",916
language_69,"[1, 1]",916
language_70,"[0, 1]",916
language_71,"[0, 1]",916
language_72,"[1, 1]",916
language_73,"[1, 1]",916
language_74,"[1, 1]",916
language_75,"[1, 1]",916
language_76,"[1, 1]",916
language_77,"[1, 0]",916
language_79,"[1, 1]",916
language_80,"[1, 1]",916
language_81,"[1, 1]",916
language_82,"[1, 0]",916
language_83,"[1, 1]",916
language_84,"[1, 1]",916
language_85,"[1, 0]",916
language_86,"[1, 1]",916
language_87,"[1, 1]",916
language_88,"[1, 1]",916
language_89,"[1, 1]",916
language_90,"[1, 1]",916
language_92,"[1, 1]",916
language_93,"[1, 1]",916
language_95,"[1, 1]",916
language_96,"[1, 1]",916
language_97,"[1, 1]",916
language_98,"[1, 1]",916
language_99,"[1, 1]",916
language_100,"[1, 1]",916
language_101,"[1, 1]",916
language_102,"[0, 1]",916
language_103,"[1, 1]",916
language_105,"[1, 1]",916
language_106,"[1, 1]",916
language_108,"[1, 1]",916
language_109,"[1, 1]",916
language_110,"[1, 1]",916
language_111,"[1, 1]",916
language_112,"[1, 1]",916
language_114,"[1, 1]",916
language_115,"[1, 1]",916
language_116,"[1, 1]",916
language_117,"[1, 1]",916
language_118,"[1, 1]",916
language_119,"[1, 1]",916
language_120,"[1, 1]",916
language_121,"[1, 1]",916
language_122,"[1, 1]",916
language_123,"[1, 1]",916
language_124,"[0, 0]",916
language_125,"[0, 1]",916
language_126,"[1, 1]",916
language_127,"[1, 1]",916
language_128,"[1, 0]",916
language_129,"[0, 1]",916
language_130,"[1, 1]",916
language_132,"[1, 1]",916
language_133,"[1, 1]",916
language_134,"[1, 1]",916
language_136,"[1, 0]",916
language_137,"[1, 1]",916
language_138,"[1, 1]",916
language_140,"[0, 1]",916
language_141,"[0, 1]",916
language_142,"[1, 1]",916
language_143,"[1, 1]",916
language_144,"[0, 1]",916
language_145,"[1, 1]",916
language_146,"[1, 1]",916
language_147,"[1, 1]",916
language_148,"[1, 1]",916
language_149,"[1, 1]",916
language_150,"[1, 1]",916
language_151,"[1, 1]",916
language_152,"[1, 1]",916
language_153,"[1, 1]",916
language_154,"[0, 1]",916
language_155,"[1, 1]",916
language_157,"[1, 1]",916
language_158,"[1, 1]",916
language_159,"[1, 1]",916
language_161,"[1, 1]",916
language_162,"[1, 1]",916
language_163,"[1, 1]",916
language_164,"[0, 1]",916
language_165,"[1, 1]",916
language_166,"[1, 1]",916
language_167,"[1, 1]",916
language_168,"[1, 1]",916
language_169,"[1, 1]",916
language_170,"[1, 0]",916
language_171,"[1, 1]",916
language_174,"[1, 1]",916
language_175,"[1, 1]",916
language_176,"[1, 1]",916
language_177,"[1, 1]",916
language_178,"[1, 1]",916
language_180,"[1, 1]",916
language_181,"[0, 1]",916
language_182,"[1, 1]",916
language_183,"[1, 1]",916
language_184,"[1, 1]",916
language_185,"[1, 1]",916
language_186,"[1, 1]",916
language_187,"[1, 1]",916
language_188,"[1, 1]",916
language_189,"[1, 1]",916
language_190,"[1, 1]",916
language_191,"[1, 1]",916
language_192,"[1, 1]",916
language_193,"[1, 1]",916
language_194,"[0, 1]",916
language_195,"[1, 1]",916
language_196,"[1, 1]",916
language_197,"[0, 1]",916
language_198,"[0, 1]",916
language_199,"[1, 1]",916
language_200,"[1, 1]",916
language_201,"[1, 1]",916
language_202,"[1, 1]",916
language_203,"[1, 1]",916
language_204,"[1, 0]",916
language_205,"[1, 1]",916
language_206,"[0, 1]",916
language_207,"[1, 1]",916
language_208,"[1, 1]",916
language_209,"[1, 1]",916
language_210,"[1, 1]",916
language_211,"[1, 1]",916
language_212,"[1, 1]",916
language_213,"[1, 1]",916
language_214,"[1, 1]",916
language_215,"[1, 1]",916
language_216,"[1, 1]",916
language_218,"[1, 1]",916
language_219,"[0, 1]",916
language_220,"[0, 1]",916
language_221,"[1, 1]",916
language_222,"[1, 1]",916
language_223,"[1, 1]",916
language_224,"[0, 1]",916
language_225,"[1, 1]",916
language_226,"[1, 1]",916
language_227,"[1, 1]",916
language_228,"[1, 1]",916
language_230,"[1, 1]",916
language_231,"[0, 1]",916
language_232,"[1, 1]",916
language_233,"[1, 0]",916
language_234,"[1, 1]",916
language_235,"[1, 1]",916
language_236,"[1, 1]",916
language_238,"[1, 1]",916
language_239,"[1, 1]",916
language_240,"[1, 1]",916
language_241,"[1, 1]",916
language_242,"[1, 1]",916
language_243,"[1, 1]",916
language_245,"[0, 1]",916
language_246,"[0, 1]",916
language_247,"[1, 1]",916
language_248,"[1, 1]",916
language_249,"[1, 1]",916
language_250,"[1, 1]",916
language_251,"[0, 1]",916
language_252,"[0, 1]",916
language_253,"[0, 1]",916
language_254,"[1, 1]",916
language_255,"[1, 1]",916
language_256,"[1, 1]",916
language_257,"[1, 1]",916
language_258,"[1, 1]",916
language_259,"[1, 1]",916
language_260,"[1, 1]",916
language_261,"[1, 1]",916
language_262,"[1, 1]",916
language_263,"[0, 1]",916
language_264,"[1, 1]",916
language_265,"[1, 1]",916
language_266,"[1, 1]",916
language_267,"[1, 1]",916
language_268,"[1, 1]",916
language_270,"[1, 1]",916
language_271,"[1, 1]",916
language_272,"[1, 1]",916
language_273,"[0, 1]",916
language_274,"[1, 1]",916
language_275,"[1, 1]",916
language_276,"[1, 1]",916
language_278,"[1, 1]",916
language_279,"[1, 0]",916
language_280,"[1, 1]",916
language_281,"[1, 1]",916
language_282,"[1, 1]",916
language_283,"[1, 1]",916
language_284,"[1, 1]",916
language_285,"[1, 1]",916
language_286,"[1, 1]",916
language_287,"[1, 1]",916
language_288,"[1, 1]",916
language_289,"[1, 1]",916
language_291,"[1, 0]",916
language_292,"[1, 1]",916
language_293,"[1, 1]",916
language_294,"[0, 1]",916
language_295,"[1, 1]",916
language_296,"[1, 1]",916
language_297,"[1, 1]",916
language_298,"[1, 1]",916
language_299,"[1, 1]",916
language_300,"[1, 1]",916
language_302,"[1, 1]",916
language_303,"[1, 1]",916
language_304,"[1, 1]",916
language_305,"[1, 1]",916
language_306,"[1, 1]",916
language_307,"[0, 1]",916
language_309,"[1, 1]",916
language_310,"[1, 1]",916
language_311,"[0, 1]",916
language_312,"[0, 0]",916
language_313,"[1, 1]",916
language_314,"[1, 0]",916
language_315,"[1, 1]",916
language_316,"[1, 1]",916
language_318,"[1, 1]",916
language_319,"[1, 1]",916
language_320,"[1, 1]",916
language_321,"[1, 1]",916
language_322,"[1, 1]",916
language_323,"[0, 1]",916
language_324,"[1, 1]",916
language_326,"[1, 1]",916
language_327,"[1, 1]",916
language_328,"[1, 1]",916
language_329,"[1, 1]",916
language_330,"[0, 1]",916
language_331,"[1, 0]",916
language_332,"[1, 1]",916
language_333,"[1, 1]",916
language_334,"[1, 1]",916
language_335,"[1, 1]",916
language_336,"[0, 1]",916
language_337,"[1, 1]",916
language_338,"[0, 1]",916
language_339,"[1, 1]",916
language_340,"[1, 1]",916
language_341,"[1, 1]",916
