LANGUAGE,GENDER,SET
language_1,"[1, 1]",297
language_2,"[0, 1]",297
language_3,"[1, 1]",297
language_4,"[1, 1]",297
language_5,"[0, 1]",297
language_6,"[0, 1]",297
language_8,"[0, 1]",297
language_9,"[1, 1]",297
language_10,"[1, 1]",297
language_11,"[1, 1]",297
language_12,"[1, 1]",297
language_13,"[1, 1]",297
language_15,"[1, 1]",297
language_16,"[1, 1]",297
language_17,"[1, 1]",297
language_18,"[1, 1]",297
language_20,"[1, 1]",297
language_21,"[1, 0]",297
language_22,"[1, 1]",297
language_23,"[1, 0]",297
language_24,"[0, 1]",297
language_25,"[1, 1]",297
language_26,"[1, 1]",297
language_27,"[1, 1]",297
language_28,"[1, 0]",297
language_29,"[1, 1]",297
language_30,"[1, 1]",297
language_31,"[1, 1]",297
language_32,"[1, 1]",297
language_33,"[1, 1]",297
language_34,"[0, 0]",297
language_35,"[0, 1]",297
language_36,"[1, 1]",297
language_37,"[1, 1]",297
language_38,"[1, 1]",297
language_42,"[1, 1]",297
language_43,"[1, 0]",297
language_44,"[1, 1]",297
language_45,"[1, 1]",297
language_46,"[1, 1]",297
language_47,"[1, 1]",297
language_48,"[0, 1]",297
language_50,"[1, 1]",297
language_51,"[1, 1]",297
language_52,"[1, 0]",297
language_53,"[1, 1]",297
language_54,"[1, 1]",297
language_55,"[1, 1]",297
language_56,"[1, 1]",297
language_57,"[1, 1]",297
language_58,"[1, 1]",297
language_59,"[1, 1]",297
language_60,"[1, 1]",297
language_61,"[1, 1]",297
language_62,"[0, 1]",297
language_64,"[1, 1]",297
language_65,"[0, 1]",297
language_66,"[1, 1]",297
language_67,"[1, 1]",297
language_68,"[1, 1]",297
language_69,"[1, 1]",297
language_70,"[1, 1]",297
language_72,"[1, 1]",297
language_73,"[1, 1]",297
language_74,"[1, 1]",297
language_76,"[1, 1]",297
language_77,"[1, 1]",297
language_78,"[1, 1]",297
language_79,"[1, 1]",297
language_81,"[1, 1]",297
language_82,"[1, 1]",297
language_83,"[1, 1]",297
language_84,"[1, 1]",297
language_86,"[1, 1]",297
language_87,"[1, 1]",297
language_88,"[1, 1]",297
language_89,"[1, 1]",297
language_90,"[1, 1]",297
language_91,"[1, 1]",297
language_92,"[1, 1]",297
language_93,"[1, 1]",297
language_94,"[1, 1]",297
language_95,"[0, 1]",297
language_96,"[1, 1]",297
language_97,"[1, 1]",297
language_98,"[1, 1]",297
language_99,"[1, 1]",297
language_100,"[1, 0]",297
language_101,"[0, 1]",297
language_102,"[1, 0]",297
language_103,"[0, 1]",297
language_104,"[1, 1]",297
language_105,"[1, 1]",297
language_106,"[1, 1]",297
language_107,"[1, 1]",297
language_108,"[1, 1]",297
language_109,"[1, 1]",297
language_110,"[1, 1]",297
language_111,"[1, 1]",297
language_112,"[1, 1]",297
language_113,"[1, 1]",297
language_114,"[1, 0]",297
language_115,"[1, 1]",297
language_116,"[1, 1]",297
language_117,"[1, 1]",297
language_118,"[1, 1]",297
language_119,"[0, 1]",297
language_120,"[1, 1]",297
language_121,"[0, 1]",297
language_122,"[1, 1]",297
language_123,"[0, 1]",297
language_124,"[1, 1]",297
language_125,"[0, 1]",297
language_126,"[1, 1]",297
language_128,"[1, 1]",297
language_129,"[1, 1]",297
language_130,"[1, 1]",297
language_131,"[0, 1]",297
language_132,"[1, 1]",297
language_133,"[1, 1]",297
language_134,"[1, 0]",297
language_135,"[1, 1]",297
language_136,"[1, 1]",297
language_137,"[1, 1]",297
language_138,"[1, 1]",297
language_139,"[0, 1]",297
language_140,"[1, 1]",297
language_141,"[1, 1]",297
language_142,"[1, 1]",297
language_143,"[1, 1]",297
language_144,"[1, 0]",297
language_146,"[1, 1]",297
language_147,"[1, 1]",297
language_148,"[1, 1]",297
language_149,"[0, 0]",297
language_150,"[1, 1]",297
language_151,"[1, 1]",297
language_152,"[1, 1]",297
language_153,"[1, 1]",297
language_154,"[1, 1]",297
language_155,"[1, 1]",297
language_156,"[1, 1]",297
language_157,"[1, 1]",297
language_158,"[1, 1]",297
language_159,"[1, 1]",297
language_162,"[1, 1]",297
language_163,"[1, 1]",297
language_165,"[1, 1]",297
language_166,"[1, 0]",297
language_167,"[1, 1]",297
language_168,"[1, 0]",297
language_169,"[1, 1]",297
language_170,"[1, 1]",297
language_172,"[1, 1]",297
language_173,"[1, 1]",297
language_175,"[1, 1]",297
language_176,"[1, 1]",297
language_177,"[1, 1]",297
language_178,"[0, 1]",297
language_179,"[1, 1]",297
language_180,"[1, 1]",297
language_181,"[0, 1]",297
language_182,"[1, 1]",297
language_183,"[1, 1]",297
language_184,"[1, 1]",297
language_185,"[1, 1]",297
language_186,"[1, 1]",297
language_187,"[1, 1]",297
language_189,"[0, 1]",297
language_190,"[1, 1]",297
language_191,"[1, 1]",297
language_192,"[1, 1]",297
language_193,"[1, 1]",297
language_194,"[0, 1]",297
language_195,"[1, 1]",297
language_196,"[1, 1]",297
language_197,"[1, 1]",297
language_198,"[0, 1]",297
language_199,"[1, 1]",297
language_200,"[1, 1]",297
language_201,"[1, 1]",297
language_202,"[1, 1]",297
