LANGUAGE,GENDER,SET
language_1,"[1, 1]",773
language_3,"[1, 1]",773
language_4,"[1, 1]",773
language_5,"[1, 1]",773
language_6,"[1, 1]",773
language_7,"[1, 1]",773
language_8,"[0, 1]",773
language_9,"[1, 1]",773
language_11,"[1, 1]",773
language_12,"[1, 1]",773
language_13,"[1, 1]",773
language_14,"[1, 1]",773
language_15,"[1, 1]",773
language_16,"[1, 1]",773
language_17,"[1, 1]",773
language_18,"[1, 1]",773
language_19,"[1, 0]",773
language_20,"[1, 1]",773
language_21,"[1, 1]",773
language_22,"[1, 1]",773
language_23,"[0, 1]",773
language_24,"[1, 0]",773
language_25,"[0, 1]",773
language_26,"[1, 1]",773
language_27,"[1, 1]",773
language_28,"[1, 1]",773
language_29,"[1, 1]",773
language_30,"[1, 1]",773
language_31,"[1, 1]",773
language_32,"[1, 1]",773
language_33,"[1, 1]",773
language_34,"[1, 1]",773
language_35,"[1, 1]",773
language_36,"[1, 1]",773
language_37,"[1, 1]",773
language_38,"[1, 1]",773
language_40,"[1, 1]",773
language_41,"[1, 1]",773
language_43,"[1, 1]",773
language_44,"[1, 1]",773
language_45,"[1, 1]",773
language_46,"[1, 1]",773
language_47,"[1, 1]",773
language_49,"[1, 1]",773
language_50,"[1, 1]",773
language_51,"[1, 1]",773
language_52,"[0, 1]",773
language_53,"[1, 1]",773
language_55,"[1, 1]",773
language_56,"[1, 1]",773
language_58,"[0, 1]",773
language_59,"[0, 1]",773
language_60,"[1, 1]",773
language_61,"[0, 1]",773
language_62,"[1, 1]",773
language_63,"[1, 1]",773
language_64,"[1, 1]",773
language_65,"[1, 1]",773
language_66,"[1, 1]",773
language_67,"[1, 1]",773
language_68,"[1, 1]",773
language_69,"[1, 1]",773
language_70,"[1, 1]",773
language_71,"[0, 1]",773
language_72,"[1, 1]",773
language_73,"[1, 1]",773
language_74,"[1, 1]",773
language_75,"[1, 1]",773
language_76,"[1, 1]",773
language_77,"[1, 0]",773
language_78,"[1, 1]",773
language_79,"[1, 1]",773
language_80,"[1, 1]",773
language_81,"[1, 1]",773
language_82,"[1, 1]",773
language_83,"[1, 0]",773
language_84,"[0, 1]",773
language_85,"[1, 1]",773
language_86,"[1, 1]",773
