LANGUAGE,GENDER,SET
language_1,"[1, 1]",38
language_2,"[0, 1]",38
language_3,"[1, 1]",38
language_4,"[1, 1]",38
language_5,"[1, 1]",38
language_6,"[1, 1]",38
language_8,"[1, 1]",38
language_10,"[1, 1]",38
language_11,"[1, 1]",38
language_12,"[1, 1]",38
language_13,"[1, 1]",38
language_15,"[1, 1]",38
language_16,"[1, 1]",38
language_17,"[1, 1]",38
language_18,"[1, 1]",38
language_19,"[1, 1]",38
language_20,"[1, 1]",38
language_21,"[1, 1]",38
language_22,"[1, 1]",38
language_23,"[1, 1]",38
language_24,"[1, 1]",38
language_25,"[1, 1]",38
language_26,"[1, 1]",38
language_27,"[1, 1]",38
language_28,"[1, 1]",38
language_29,"[0, 1]",38
language_30,"[1, 1]",38
language_31,"[1, 0]",38
language_32,"[1, 1]",38
language_33,"[1, 1]",38
language_34,"[1, 1]",38
language_35,"[1, 1]",38
language_36,"[1, 1]",38
language_37,"[1, 1]",38
language_38,"[1, 1]",38
language_39,"[1, 1]",38
language_40,"[0, 1]",38
language_41,"[1, 0]",38
language_42,"[1, 0]",38
language_43,"[1, 1]",38
language_44,"[1, 1]",38
language_45,"[1, 1]",38
language_46,"[1, 1]",38
language_47,"[1, 1]",38
language_48,"[1, 1]",38
language_49,"[1, 1]",38
language_50,"[1, 1]",38
language_51,"[1, 1]",38
language_53,"[1, 1]",38
language_54,"[1, 0]",38
language_55,"[0, 1]",38
language_57,"[0, 1]",38
language_58,"[1, 1]",38
language_60,"[1, 1]",38
language_61,"[1, 1]",38
language_62,"[1, 1]",38
language_63,"[1, 0]",38
language_65,"[1, 0]",38
language_66,"[1, 1]",38
language_67,"[1, 1]",38
language_69,"[1, 1]",38
language_70,"[0, 1]",38
language_71,"[1, 1]",38
language_72,"[1, 1]",38
language_73,"[1, 1]",38
language_74,"[0, 1]",38
language_75,"[0, 1]",38
language_76,"[1, 1]",38
language_77,"[0, 1]",38
language_78,"[1, 1]",38
language_79,"[1, 0]",38
language_80,"[1, 1]",38
language_81,"[1, 1]",38
language_82,"[0, 1]",38
language_83,"[1, 1]",38
language_84,"[1, 1]",38
language_85,"[0, 1]",38
language_87,"[1, 1]",38
language_88,"[1, 1]",38
language_89,"[1, 0]",38
language_90,"[1, 1]",38
language_91,"[0, 0]",38
language_92,"[1, 1]",38
language_93,"[1, 1]",38
language_95,"[0, 1]",38
language_96,"[1, 1]",38
language_97,"[1, 1]",38
language_98,"[1, 1]",38
language_99,"[1, 1]",38
language_100,"[1, 1]",38
language_101,"[0, 1]",38
language_103,"[1, 1]",38
language_104,"[0, 1]",38
language_105,"[1, 1]",38
language_106,"[1, 1]",38
language_107,"[1, 1]",38
language_108,"[1, 1]",38
language_109,"[1, 1]",38
language_110,"[1, 1]",38
language_111,"[1, 1]",38
language_112,"[1, 1]",38
language_113,"[1, 1]",38
language_114,"[1, 1]",38
language_115,"[1, 1]",38
language_116,"[1, 1]",38
language_117,"[1, 1]",38
language_118,"[1, 1]",38
language_119,"[1, 1]",38
language_120,"[1, 1]",38
language_121,"[1, 1]",38
language_122,"[1, 1]",38
language_123,"[1, 1]",38
language_124,"[1, 1]",38
language_125,"[1, 1]",38
language_126,"[1, 1]",38
language_127,"[1, 1]",38
language_128,"[1, 1]",38
language_129,"[0, 1]",38
language_130,"[0, 1]",38
language_131,"[1, 1]",38
language_132,"[1, 1]",38
language_133,"[1, 1]",38
language_134,"[1, 1]",38
language_135,"[1, 1]",38
language_136,"[1, 1]",38
language_138,"[0, 1]",38
language_139,"[1, 1]",38
language_140,"[1, 1]",38
language_142,"[1, 1]",38
language_143,"[1, 1]",38
language_144,"[1, 1]",38
language_145,"[1, 1]",38
language_146,"[1, 1]",38
language_147,"[1, 1]",38
language_148,"[1, 0]",38
language_149,"[1, 1]",38
language_150,"[1, 1]",38
language_151,"[1, 1]",38
language_152,"[1, 1]",38
language_153,"[0, 1]",38
language_154,"[1, 1]",38
language_155,"[1, 1]",38
language_156,"[0, 1]",38
language_157,"[0, 1]",38
language_158,"[1, 1]",38
language_159,"[1, 1]",38
language_160,"[1, 1]",38
language_161,"[1, 1]",38
language_162,"[1, 1]",38
language_163,"[1, 1]",38
language_164,"[1, 1]",38
language_165,"[1, 1]",38
language_166,"[1, 1]",38
language_167,"[1, 1]",38
language_168,"[1, 1]",38
language_169,"[1, 1]",38
language_171,"[1, 1]",38
language_172,"[1, 1]",38
language_173,"[1, 1]",38
language_175,"[0, 1]",38
language_176,"[1, 1]",38
language_177,"[0, 1]",38
language_178,"[1, 0]",38
language_179,"[1, 1]",38
language_180,"[1, 1]",38
language_182,"[1, 1]",38
language_183,"[1, 1]",38
language_184,"[1, 1]",38
language_185,"[0, 1]",38
language_186,"[1, 1]",38
language_187,"[1, 0]",38
language_188,"[1, 1]",38
language_189,"[1, 1]",38
language_191,"[1, 1]",38
language_192,"[1, 1]",38
language_193,"[1, 1]",38
language_194,"[1, 1]",38
language_195,"[1, 1]",38
language_196,"[1, 1]",38
language_197,"[1, 0]",38
language_198,"[0, 1]",38
language_199,"[1, 1]",38
language_200,"[1, 1]",38
language_201,"[1, 1]",38
