LANGUAGE,GENDER,SET
language_3,"[1, 1]",907
language_4,"[0, 1]",907
language_5,"[1, 1]",907
language_6,"[1, 1]",907
language_7,"[0, 1]",907
language_8,"[1, 1]",907
language_9,"[0, 0]",907
language_10,"[1, 1]",907
language_11,"[1, 0]",907
language_12,"[1, 1]",907
language_13,"[1, 1]",907
language_14,"[1, 1]",907
language_15,"[1, 1]",907
language_17,"[1, 1]",907
language_18,"[1, 1]",907
language_19,"[1, 1]",907
language_20,"[1, 1]",907
language_21,"[0, 1]",907
language_23,"[1, 1]",907
language_24,"[1, 1]",907
language_25,"[1, 1]",907
language_26,"[0, 1]",907
language_27,"[1, 0]",907
language_28,"[1, 0]",907
language_30,"[1, 1]",907
language_31,"[0, 1]",907
language_32,"[1, 1]",907
language_33,"[1, 1]",907
language_34,"[1, 1]",907
language_35,"[1, 1]",907
language_36,"[1, 0]",907
language_37,"[0, 1]",907
language_38,"[1, 1]",907
language_39,"[1, 1]",907
language_40,"[1, 1]",907
language_41,"[1, 1]",907
language_42,"[1, 1]",907
language_43,"[1, 1]",907
language_44,"[1, 1]",907
language_45,"[1, 1]",907
language_46,"[1, 1]",907
language_47,"[1, 1]",907
language_48,"[1, 1]",907
language_49,"[1, 1]",907
language_50,"[1, 1]",907
language_51,"[1, 1]",907
language_52,"[1, 1]",907
language_53,"[1, 1]",907
language_54,"[1, 1]",907
language_56,"[1, 1]",907
language_57,"[0, 1]",907
language_58,"[1, 1]",907
language_59,"[1, 1]",907
language_61,"[1, 1]",907
language_62,"[0, 1]",907
language_63,"[1, 1]",907
language_64,"[1, 1]",907
language_65,"[1, 1]",907
language_66,"[1, 1]",907
language_67,"[1, 1]",907
language_68,"[1, 1]",907
language_70,"[1, 1]",907
language_71,"[1, 1]",907
language_73,"[1, 1]",907
language_74,"[1, 1]",907
language_75,"[1, 1]",907
language_76,"[1, 1]",907
language_77,"[1, 0]",907
language_78,"[1, 1]",907
language_79,"[1, 1]",907
language_80,"[1, 1]",907
language_81,"[1, 1]",907
language_82,"[1, 0]",907
language_83,"[1, 1]",907
language_84,"[1, 1]",907
language_85,"[1, 1]",907
language_87,"[1, 1]",907
language_88,"[0, 1]",907
language_89,"[1, 1]",907
language_90,"[1, 1]",907
language_91,"[1, 1]",907
language_92,"[1, 1]",907
language_93,"[1, 1]",907
language_94,"[1, 1]",907
language_95,"[1, 1]",907
language_96,"[1, 1]",907
language_98,"[1, 1]",907
language_99,"[1, 1]",907
language_100,"[1, 1]",907
language_101,"[1, 1]",907
language_102,"[1, 1]",907
language_103,"[1, 1]",907
language_104,"[1, 1]",907
language_105,"[1, 1]",907
language_106,"[1, 1]",907
language_108,"[0, 1]",907
language_109,"[1, 1]",907
language_110,"[1, 0]",907
language_111,"[1, 1]",907
language_112,"[1, 1]",907
language_113,"[1, 1]",907
language_114,"[1, 1]",907
language_115,"[1, 1]",907
language_116,"[1, 1]",907
language_117,"[1, 1]",907
language_118,"[1, 1]",907
language_119,"[1, 1]",907
language_120,"[0, 1]",907
language_121,"[1, 1]",907
language_122,"[1, 1]",907
language_123,"[1, 1]",907
language_124,"[1, 1]",907
language_125,"[1, 0]",907
language_127,"[1, 1]",907
language_128,"[1, 1]",907
language_129,"[1, 1]",907
language_130,"[0, 1]",907
language_131,"[1, 1]",907
language_132,"[1, 1]",907
language_133,"[1, 1]",907
language_134,"[1, 1]",907
language_135,"[0, 1]",907
language_136,"[1, 1]",907
language_137,"[1, 0]",907
language_138,"[1, 1]",907
language_139,"[1, 1]",907
language_140,"[1, 1]",907
language_141,"[1, 1]",907
language_142,"[0, 1]",907
language_143,"[1, 1]",907
language_144,"[1, 1]",907
language_145,"[1, 1]",907
language_146,"[1, 1]",907
language_147,"[1, 1]",907
language_148,"[1, 1]",907
language_149,"[1, 1]",907
language_150,"[1, 1]",907
language_151,"[0, 1]",907
language_152,"[1, 1]",907
language_154,"[1, 1]",907
language_155,"[1, 1]",907
language_156,"[1, 1]",907
language_158,"[0, 1]",907
language_159,"[1, 1]",907
language_160,"[1, 1]",907
language_161,"[1, 1]",907
language_162,"[1, 1]",907
language_163,"[0, 1]",907
language_164,"[1, 1]",907
language_165,"[1, 1]",907
language_166,"[0, 1]",907
language_168,"[1, 1]",907
language_170,"[1, 1]",907
language_171,"[1, 1]",907
language_172,"[1, 1]",907
language_173,"[0, 0]",907
language_174,"[1, 1]",907
language_175,"[0, 1]",907
language_176,"[1, 1]",907
language_177,"[1, 1]",907
language_178,"[1, 1]",907
language_179,"[1, 1]",907
language_180,"[1, 1]",907
language_181,"[1, 1]",907
language_182,"[1, 1]",907
language_183,"[1, 1]",907
language_184,"[1, 1]",907
language_185,"[1, 1]",907
language_186,"[1, 1]",907
language_187,"[1, 1]",907
language_188,"[1, 1]",907
language_189,"[1, 1]",907
language_190,"[1, 1]",907
language_192,"[1, 1]",907
language_193,"[1, 1]",907
language_194,"[1, 1]",907
language_195,"[1, 1]",907
language_196,"[1, 0]",907
language_197,"[1, 1]",907
language_198,"[0, 1]",907
language_199,"[1, 1]",907
language_200,"[1, 0]",907
language_201,"[1, 1]",907
language_202,"[1, 1]",907
language_203,"[1, 1]",907
language_204,"[1, 1]",907
language_205,"[1, 1]",907
language_207,"[1, 1]",907
language_208,"[1, 1]",907
language_209,"[1, 1]",907
language_210,"[1, 0]",907
language_211,"[1, 1]",907
language_212,"[0, 1]",907
language_213,"[1, 1]",907
language_214,"[1, 1]",907
language_215,"[1, 0]",907
language_216,"[1, 1]",907
language_217,"[1, 1]",907
language_218,"[1, 1]",907
language_219,"[1, 1]",907
language_220,"[1, 1]",907
language_221,"[1, 1]",907
language_222,"[1, 1]",907
language_223,"[1, 1]",907
language_224,"[1, 1]",907
language_225,"[1, 1]",907
language_226,"[1, 1]",907
language_227,"[1, 1]",907
language_228,"[1, 1]",907
language_230,"[1, 1]",907
language_231,"[1, 1]",907
language_232,"[1, 1]",907
language_233,"[1, 1]",907
language_234,"[1, 1]",907
language_236,"[1, 1]",907
language_237,"[1, 1]",907
language_238,"[1, 1]",907
language_239,"[1, 1]",907
language_240,"[1, 1]",907
language_241,"[1, 1]",907
language_242,"[1, 1]",907
language_245,"[1, 1]",907
language_246,"[1, 1]",907
language_248,"[1, 1]",907
language_249,"[1, 1]",907
language_250,"[1, 1]",907
language_251,"[1, 1]",907
language_252,"[1, 1]",907
language_253,"[0, 1]",907
language_254,"[0, 1]",907
language_255,"[1, 1]",907
language_256,"[1, 1]",907
language_257,"[0, 1]",907
language_258,"[1, 1]",907
language_259,"[1, 1]",907
language_260,"[1, 1]",907
language_261,"[1, 1]",907
language_262,"[1, 1]",907
language_263,"[1, 1]",907
language_264,"[1, 0]",907
language_265,"[1, 1]",907
language_266,"[0, 1]",907
language_267,"[1, 1]",907
language_269,"[1, 1]",907
language_270,"[0, 1]",907
language_271,"[1, 1]",907
language_272,"[1, 1]",907
language_273,"[0, 1]",907
language_274,"[1, 1]",907
language_275,"[1, 1]",907
language_276,"[1, 1]",907
language_277,"[1, 1]",907
language_278,"[1, 1]",907
language_279,"[1, 1]",907
language_280,"[1, 1]",907
language_281,"[1, 1]",907
language_282,"[0, 1]",907
language_283,"[1, 1]",907
language_284,"[1, 1]",907
language_285,"[1, 1]",907
language_286,"[1, 1]",907
language_287,"[1, 1]",907
language_288,"[0, 0]",907
language_289,"[1, 0]",907
language_290,"[1, 1]",907
language_291,"[1, 1]",907
language_292,"[1, 1]",907
language_293,"[1, 0]",907
language_294,"[1, 1]",907
language_295,"[1, 1]",907
language_296,"[1, 1]",907
language_297,"[0, 1]",907
language_298,"[0, 1]",907
language_299,"[1, 1]",907
language_300,"[1, 1]",907
language_301,"[1, 1]",907
language_302,"[1, 1]",907
language_303,"[1, 1]",907
language_304,"[1, 1]",907
language_305,"[1, 1]",907
language_306,"[1, 1]",907
language_307,"[1, 1]",907
language_308,"[1, 1]",907
language_309,"[1, 1]",907
language_310,"[0, 1]",907
language_311,"[1, 1]",907
language_312,"[1, 1]",907
language_313,"[0, 1]",907
language_314,"[1, 1]",907
language_315,"[1, 1]",907
language_316,"[1, 1]",907
language_317,"[1, 1]",907
language_318,"[1, 1]",907
language_319,"[1, 1]",907
language_320,"[0, 1]",907
language_321,"[1, 1]",907
language_322,"[1, 1]",907
language_323,"[0, 1]",907
language_324,"[1, 1]",907
language_325,"[1, 1]",907
language_326,"[1, 1]",907
language_327,"[1, 1]",907
language_328,"[1, 0]",907
language_329,"[1, 1]",907
language_330,"[1, 1]",907
language_331,"[1, 1]",907
language_332,"[1, 1]",907
language_333,"[0, 1]",907
language_334,"[1, 1]",907
language_335,"[0, 1]",907
language_336,"[1, 1]",907
language_337,"[1, 1]",907
language_338,"[1, 1]",907
language_340,"[1, 1]",907
language_341,"[1, 1]",907
language_342,"[0, 1]",907
language_343,"[1, 1]",907
language_344,"[1, 1]",907
language_345,"[1, 1]",907
language_346,"[0, 1]",907
language_347,"[1, 0]",907
language_348,"[1, 1]",907
language_350,"[1, 1]",907
language_351,"[0, 0]",907
language_352,"[1, 1]",907
language_353,"[1, 1]",907
language_354,"[1, 1]",907
language_355,"[1, 1]",907
language_356,"[1, 1]",907
language_357,"[1, 1]",907
language_358,"[1, 1]",907
language_359,"[0, 1]",907
language_360,"[1, 1]",907
language_361,"[1, 1]",907
language_362,"[1, 1]",907
language_363,"[1, 1]",907
language_364,"[1, 1]",907
language_365,"[0, 1]",907
language_366,"[1, 1]",907
language_367,"[1, 1]",907
language_368,"[1, 1]",907
language_369,"[1, 1]",907
language_370,"[0, 1]",907
language_372,"[1, 1]",907
language_374,"[1, 1]",907
language_375,"[1, 1]",907
language_376,"[1, 1]",907
language_377,"[1, 1]",907
language_378,"[1, 1]",907
language_379,"[1, 1]",907
language_380,"[1, 1]",907
language_381,"[1, 1]",907
language_382,"[0, 0]",907
language_384,"[1, 1]",907
language_385,"[1, 1]",907
language_386,"[1, 1]",907
language_387,"[1, 1]",907
language_388,"[1, 1]",907
language_389,"[1, 1]",907
language_390,"[1, 1]",907
language_392,"[1, 1]",907
language_393,"[1, 1]",907
language_394,"[1, 1]",907
language_395,"[0, 1]",907
language_396,"[1, 1]",907
language_397,"[1, 1]",907
language_398,"[1, 1]",907
language_399,"[1, 0]",907
language_400,"[1, 1]",907
language_401,"[1, 1]",907
language_402,"[1, 1]",907
language_403,"[1, 1]",907
language_404,"[1, 0]",907
language_405,"[0, 1]",907
language_406,"[1, 1]",907
language_407,"[1, 1]",907
language_408,"[1, 1]",907
language_409,"[1, 1]",907
language_410,"[1, 1]",907
language_411,"[0, 1]",907
language_413,"[1, 1]",907
language_414,"[1, 1]",907
language_415,"[1, 0]",907
language_416,"[1, 1]",907
language_418,"[1, 1]",907
language_419,"[1, 1]",907
language_420,"[1, 1]",907
language_421,"[1, 0]",907
language_425,"[1, 1]",907
language_426,"[1, 1]",907
language_427,"[1, 0]",907
language_428,"[1, 1]",907
language_429,"[0, 1]",907
language_430,"[1, 1]",907
language_431,"[1, 1]",907
language_432,"[1, 0]",907
language_433,"[1, 1]",907
language_435,"[1, 1]",907
language_436,"[1, 1]",907
language_437,"[1, 1]",907
language_438,"[1, 1]",907
language_439,"[1, 1]",907
language_441,"[1, 1]",907
language_442,"[1, 1]",907
language_443,"[1, 1]",907
language_444,"[1, 0]",907
language_445,"[1, 1]",907
language_446,"[1, 1]",907
language_447,"[1, 1]",907
language_448,"[1, 1]",907
language_449,"[1, 1]",907
language_450,"[1, 1]",907
language_451,"[1, 1]",907
language_452,"[1, 1]",907
language_454,"[1, 1]",907
language_455,"[1, 1]",907
language_456,"[0, 1]",907
