LANGUAGE,GENDER,SET
language_1,"[1, 1]",59
language_2,"[1, 1]",59
language_3,"[1, 1]",59
language_4,"[1, 1]",59
language_5,"[1, 1]",59
language_6,"[1, 0]",59
language_7,"[0, 1]",59
language_9,"[1, 1]",59
language_10,"[1, 1]",59
language_12,"[1, 1]",59
language_13,"[0, 1]",59
language_14,"[1, 0]",59
language_15,"[1, 1]",59
language_16,"[1, 1]",59
language_17,"[1, 1]",59
language_18,"[1, 1]",59
language_20,"[1, 1]",59
language_21,"[1, 1]",59
language_22,"[1, 1]",59
language_23,"[1, 1]",59
language_24,"[1, 1]",59
language_25,"[1, 1]",59
language_26,"[1, 0]",59
language_28,"[1, 1]",59
language_29,"[1, 1]",59
language_30,"[1, 1]",59
language_31,"[1, 1]",59
language_32,"[1, 1]",59
language_34,"[0, 1]",59
language_35,"[1, 1]",59
language_36,"[1, 1]",59
language_37,"[1, 1]",59
language_38,"[1, 1]",59
language_39,"[1, 1]",59
language_40,"[1, 1]",59
language_41,"[1, 1]",59
language_42,"[1, 1]",59
language_43,"[1, 1]",59
language_44,"[1, 1]",59
language_45,"[1, 1]",59
language_47,"[1, 1]",59
language_48,"[1, 1]",59
language_49,"[0, 1]",59
language_50,"[1, 1]",59
language_51,"[1, 1]",59
language_52,"[1, 1]",59
language_53,"[1, 1]",59
language_54,"[0, 1]",59
language_55,"[1, 1]",59
language_57,"[1, 1]",59
language_58,"[0, 1]",59
language_59,"[1, 1]",59
language_60,"[1, 1]",59
language_61,"[1, 1]",59
language_62,"[0, 0]",59
language_63,"[1, 1]",59
language_65,"[1, 1]",59
language_66,"[1, 1]",59
language_67,"[1, 1]",59
language_68,"[1, 1]",59
language_69,"[0, 1]",59
language_70,"[0, 1]",59
language_71,"[1, 1]",59
language_73,"[1, 1]",59
language_74,"[1, 1]",59
language_75,"[1, 1]",59
language_76,"[1, 1]",59
language_77,"[1, 1]",59
language_78,"[1, 1]",59
language_79,"[1, 1]",59
language_80,"[1, 1]",59
language_81,"[1, 1]",59
language_82,"[0, 1]",59
language_83,"[1, 1]",59
