LANGUAGE,GENDER,SET
language_1,"[1, 1]",143
language_2,"[1, 1]",143
language_3,"[0, 1]",143
language_4,"[1, 1]",143
language_5,"[1, 1]",143
language_6,"[1, 1]",143
language_7,"[1, 0]",143
language_8,"[1, 1]",143
language_9,"[1, 1]",143
language_10,"[1, 1]",143
language_11,"[1, 1]",143
language_14,"[1, 1]",143
language_15,"[1, 1]",143
language_16,"[1, 1]",143
language_17,"[1, 1]",143
language_18,"[1, 1]",143
language_19,"[1, 1]",143
language_20,"[1, 1]",143
language_21,"[1, 0]",143
language_22,"[1, 1]",143
language_23,"[1, 1]",143
language_24,"[1, 1]",143
language_25,"[1, 1]",143
language_26,"[1, 1]",143
language_27,"[1, 1]",143
language_29,"[1, 1]",143
language_30,"[1, 1]",143
language_31,"[1, 1]",143
language_33,"[1, 1]",143
language_34,"[1, 0]",143
language_36,"[1, 1]",143
language_37,"[1, 1]",143
language_38,"[1, 1]",143
language_39,"[0, 1]",143
language_40,"[1, 1]",143
language_41,"[1, 1]",143
language_42,"[1, 1]",143
language_43,"[1, 0]",143
language_44,"[1, 1]",143
language_45,"[1, 1]",143
language_46,"[1, 1]",143
language_47,"[1, 1]",143
language_48,"[1, 1]",143
language_49,"[1, 1]",143
language_50,"[0, 1]",143
language_51,"[1, 1]",143
language_52,"[1, 0]",143
language_53,"[1, 1]",143
language_55,"[1, 1]",143
language_56,"[1, 1]",143
language_57,"[1, 1]",143
language_58,"[0, 1]",143
language_59,"[1, 1]",143
language_60,"[1, 1]",143
language_61,"[1, 1]",143
language_62,"[1, 1]",143
language_63,"[1, 1]",143
language_64,"[1, 1]",143
language_65,"[1, 1]",143
language_66,"[1, 1]",143
language_67,"[1, 1]",143
language_68,"[1, 1]",143
language_69,"[1, 1]",143
language_70,"[1, 0]",143
language_71,"[1, 1]",143
language_72,"[1, 1]",143
language_73,"[1, 1]",143
language_74,"[1, 1]",143
language_76,"[1, 0]",143
language_77,"[1, 1]",143
language_78,"[1, 1]",143
language_79,"[1, 0]",143
language_81,"[1, 1]",143
language_82,"[1, 1]",143
language_83,"[1, 1]",143
language_85,"[1, 1]",143
language_86,"[1, 1]",143
language_87,"[1, 1]",143
language_88,"[1, 1]",143
language_89,"[1, 1]",143
language_90,"[1, 0]",143
language_91,"[1, 0]",143
language_92,"[1, 1]",143
language_93,"[1, 1]",143
language_94,"[1, 0]",143
language_95,"[1, 1]",143
language_96,"[1, 1]",143
language_97,"[1, 1]",143
language_98,"[1, 1]",143
language_99,"[1, 0]",143
language_100,"[1, 1]",143
language_101,"[1, 1]",143
language_102,"[1, 1]",143
language_103,"[1, 1]",143
language_104,"[1, 1]",143
language_105,"[1, 1]",143
language_106,"[0, 1]",143
language_107,"[0, 1]",143
language_108,"[1, 1]",143
language_109,"[1, 1]",143
language_110,"[1, 1]",143
language_111,"[0, 1]",143
language_112,"[1, 1]",143
language_113,"[1, 1]",143
language_114,"[1, 1]",143
language_115,"[1, 1]",143
language_116,"[1, 1]",143
language_117,"[1, 1]",143
language_118,"[1, 1]",143
language_119,"[1, 1]",143
language_120,"[1, 1]",143
language_121,"[1, 1]",143
language_122,"[1, 1]",143
language_123,"[1, 1]",143
language_124,"[1, 1]",143
language_125,"[1, 1]",143
language_126,"[1, 1]",143
language_127,"[1, 1]",143
language_129,"[1, 1]",143
language_130,"[1, 1]",143
language_131,"[1, 0]",143
language_132,"[0, 1]",143
language_133,"[1, 1]",143
language_134,"[1, 1]",143
language_135,"[1, 0]",143
language_136,"[1, 1]",143
language_137,"[0, 1]",143
language_138,"[1, 1]",143
language_139,"[1, 1]",143
language_140,"[1, 1]",143
language_141,"[1, 1]",143
language_142,"[1, 1]",143
language_143,"[1, 1]",143
language_144,"[1, 0]",143
language_145,"[1, 1]",143
language_146,"[0, 1]",143
language_147,"[1, 1]",143
language_149,"[1, 1]",143
language_150,"[1, 1]",143
language_151,"[1, 1]",143
language_152,"[1, 1]",143
language_153,"[1, 1]",143
language_154,"[1, 1]",143
language_155,"[1, 1]",143
language_156,"[1, 1]",143
language_157,"[0, 1]",143
language_158,"[1, 1]",143
language_159,"[0, 1]",143
language_160,"[1, 1]",143
language_161,"[1, 1]",143
language_162,"[1, 1]",143
language_163,"[0, 1]",143
language_164,"[1, 1]",143
language_165,"[1, 1]",143
language_166,"[1, 1]",143
language_167,"[1, 1]",143
language_168,"[1, 1]",143
language_169,"[1, 1]",143
language_170,"[1, 1]",143
language_172,"[1, 1]",143
language_173,"[1, 1]",143
language_176,"[1, 1]",143
language_177,"[1, 1]",143
language_178,"[1, 1]",143
language_180,"[0, 0]",143
language_181,"[0, 1]",143
language_182,"[0, 1]",143
language_183,"[1, 1]",143
language_184,"[1, 1]",143
language_186,"[1, 1]",143
language_187,"[1, 1]",143
language_188,"[0, 1]",143
language_189,"[1, 1]",143
language_190,"[1, 1]",143
language_191,"[1, 1]",143
language_192,"[1, 1]",143
language_193,"[1, 1]",143
language_194,"[1, 0]",143
language_195,"[1, 1]",143
language_196,"[1, 1]",143
language_197,"[0, 1]",143
language_198,"[1, 1]",143
language_199,"[1, 1]",143
language_200,"[1, 1]",143
language_201,"[0, 1]",143
language_202,"[1, 1]",143
language_203,"[0, 1]",143
language_204,"[0, 0]",143
language_205,"[1, 1]",143
language_206,"[1, 1]",143
language_207,"[0, 1]",143
language_208,"[1, 1]",143
language_209,"[1, 1]",143
language_210,"[1, 1]",143
language_212,"[1, 1]",143
language_213,"[1, 1]",143
language_214,"[1, 1]",143
language_215,"[1, 1]",143
language_216,"[1, 1]",143
language_217,"[1, 1]",143
language_218,"[1, 1]",143
language_219,"[1, 1]",143
language_220,"[1, 1]",143
language_221,"[1, 1]",143
language_222,"[0, 0]",143
language_223,"[0, 1]",143
language_224,"[1, 1]",143
language_225,"[1, 0]",143
language_226,"[1, 1]",143
language_227,"[1, 1]",143
language_228,"[1, 1]",143
language_229,"[1, 1]",143
language_231,"[1, 1]",143
language_232,"[1, 1]",143
language_233,"[1, 1]",143
language_234,"[1, 1]",143
language_235,"[1, 1]",143
language_236,"[1, 1]",143
language_237,"[0, 1]",143
language_238,"[1, 1]",143
language_239,"[1, 1]",143
language_240,"[1, 1]",143
language_241,"[1, 1]",143
language_242,"[1, 1]",143
language_243,"[1, 1]",143
language_244,"[1, 1]",143
language_245,"[1, 1]",143
language_247,"[1, 1]",143
language_248,"[1, 0]",143
language_249,"[1, 1]",143
language_250,"[1, 1]",143
language_251,"[1, 1]",143
language_253,"[1, 1]",143
language_254,"[0, 1]",143
language_255,"[1, 1]",143
language_256,"[1, 1]",143
language_257,"[1, 1]",143
language_258,"[1, 1]",143
language_259,"[0, 1]",143
language_260,"[1, 1]",143
language_261,"[1, 1]",143
language_262,"[1, 1]",143
language_263,"[0, 1]",143
language_264,"[1, 1]",143
language_265,"[1, 1]",143
language_266,"[1, 1]",143
language_267,"[1, 0]",143
language_268,"[1, 1]",143
language_269,"[1, 1]",143
language_270,"[0, 1]",143
language_271,"[1, 1]",143
language_272,"[0, 1]",143
language_273,"[1, 1]",143
language_274,"[0, 1]",143
language_275,"[0, 1]",143
language_276,"[1, 1]",143
language_277,"[1, 1]",143
language_279,"[1, 1]",143
language_280,"[1, 1]",143
language_281,"[1, 0]",143
language_282,"[1, 1]",143
language_283,"[1, 1]",143
language_284,"[1, 1]",143
language_285,"[1, 1]",143
language_286,"[1, 1]",143
language_287,"[1, 1]",143
language_288,"[1, 1]",143
