LANGUAGE,GEN_0,GEN_1,SET
Albanian,1.0,1.0,Indo-European
Albanian_Tosk_,0.09090909090909091,1.0,Indo-European
Ancient_Greek,1.0,1.0,Indo-European
Armenian,1.0,1.0,Indo-European
Assamese,1.0,1.0,Indo-European
Balochi,0.0,1.0,Indo-European
Belarusian,1.0,1.0,Indo-European
Bengali,1.0,1.0,Indo-European
Boers,1.0,1.0,Indo-European
Breton,1.0,1.0,Indo-European
Bulgarian,1.0,1.0,Indo-European
Central_Kurdish,0.09090909090909091,1.0,Indo-European
Chavacano,1.0,1.0,Indo-European
Cornish,1.0,1.0,Indo-European
Czech,1.0,1.0,Indo-European
Danish,0.09090909090909091,1.0,Indo-European
Dari,1.0,1.0,Indo-European
Dutch,1.0,1.0,Indo-European
Eastern_Armenian,0.09090909090909091,1.0,Indo-European
Eastern_Yiddish,0.09090909090909091,1.0,Indo-European
English,0.09090909090909091,1.0,Indo-European
Frisian,1.0,1.0,Indo-European
German,1.0,1.0,Indo-European
Gujarati,1.0,1.0,Indo-European
Hindi,1.0,1.0,Indo-European
Icelandic,0.09090909090909091,1.0,Indo-European
Irish,0.09090909090909091,1.0,Indo-European
Italian,1.0,1.0,Indo-European
Jamaican_Creole,0.09090909090909091,1.0,Indo-European
Judeo_Tat,0.09090909090909091,1.0,Indo-European
Kashmiri,1.0,1.0,Indo-European
Kriol_Roper_River,0.3181818181818182,1.0,Indo-European
Kristang_(Malacca_Creole_Portugese),1.0,1.0,Indo-European
Kumaoni,0.2727272727272727,1.0,Indo-European
Lahnda,0.09090909090909091,1.0,Indo-European
Latin,1.0,1.0,Indo-European
Latin_,0.09090909090909091,1.0,Indo-European
Latvian,1.0,1.0,Indo-European
Lithuanian,1.0,1.0,Indo-European
Luxembourgish,0.13636363636363635,1.0,Indo-European
Macedonian,1.0,1.0,Indo-European
Mahasu_Pahari,1.0,1.0,Indo-European
Maithili,1.0,1.0,Indo-European
Marathi,1.0,1.0,Indo-European
Marwari_India_,1.0,1.0,Indo-European
Middle_English,1.0,1.0,Indo-European
Middle_High_German,0.16666666666666666,1.0,Indo-European
Modern_Greek,1.0,1.0,Indo-European
Modern_Welsh,1.0,1.0,Indo-European
Benga╠éli,1.0,1.0,Indo-European
Gujarati,1.0,1.0,Indo-European
Hindi,1.0,1.0,Indo-European
Mara╠éthi╠é,1.0,1.0,Indo-European
Nepali,1.0,1.0,Indo-European
Northern_Kurdish,1.0,1.0,Indo-European
Norwegian_Bokma╠èl,1.0,1.0,Indo-European
Old_English_ca_450_1100_,0.2857142857142857,1.0,Indo-European
Old_High_German_ca_750_1050_,0.18181818181818182,0.0,Indo-European
Old_Irish,1.0,1.0,Indo-European
Old_Norse,1.0,1.0,Indo-European
Old_Russian,1.0,1.0,Indo-European
Oriya,1.0,1.0,Indo-European
Ossetian,0.09090909090909091,1.0,Indo-European
Panjabi,1.0,1.0,Indo-European
Pashto,1.0,1.0,Indo-European
Polish,1.0,1.0,Indo-European
Portuguese,1.0,1.0,Indo-European
Romanian,1.0,1.0,Indo-European
Russian,1.0,1.0,Indo-European
Russian_,1.0,1.0,Indo-European
Sanskrit,1.0,1.0,Indo-European
Sardinian,1.0,1.0,Indo-European
Saterfriesisch,1.0,1.0,Indo-European
Serbocroation,1.0,1.0,Indo-European
Serbs,1.0,1.0,Indo-European
Sindhi,1.0,1.0,Indo-European
Sinhala,1.0,1.0,Indo-European
Slovakian,1.0,1.0,Indo-European
Slovenian,1.0,1.0,Indo-European
Standard_Catalan,1.0,1.0,Indo-European
Standard_English,0.09090909090909091,1.0,Indo-European
Standard_French,1.0,1.0,Indo-European
Standard_German,1.0,1.0,Indo-European
Standard_Spanish,1.0,1.0,Indo-European
Swedish,0.09090909090909091,1.0,Indo-European
Tajik,1.0,1.0,Indo-European
Tok_Pisin,0.5454545454545454,1.0,Indo-European
Torres_Strait_Creole_(Broken),1.0,1.0,Indo-European
Ukrainian,1.0,1.0,Indo-European
Urdu,1.0,1.0,Indo-European
Vlax_Romani,1.0,1.0,Indo-European
Wallon,1.0,1.0,Indo-European
Western_Armenian,0.09090909090909091,1.0,Indo-European
Western_Farsi,1.0,1.0,Indo-European
Western_Panjabi,0.09090909090909091,1.0,Indo-European
