LANGUAGE,GEN_0,GEN_1,SET
Albanian,0.2,0.0,Indo-European
Albanian_Tosk_,0.1,0.0,Indo-European
Ancient_Greek,0.0,0.0,Indo-European
Armenian,0.0,0.0,Indo-European
Assamese,0.16666666666666666,0.25,Indo-European
Balochi,0.0,0.0,Indo-European
Belarusian,0.0,0.0,Indo-European
Bengali,0.4,0.25,Indo-European
Bihari,1.0,1.0,Indo-European
Boers,0.0,0.0,Indo-European
Breton,0.0,0.0,Indo-European
Bulgarian,0.2,0.0,Indo-European
Central_Kurdish,0.0,0.0,Indo-European
Chavacano,0.2,0.0,Indo-European
Cornish,0.0,0.0,Indo-European
Czech,0.0,0.0,Indo-European
Danish,0.2,0.0,Indo-European
Dari,0.0,0.0,Indo-European
Dutch,0.0,0.0,Indo-European
Eastern_Armenian,0.2,0.0,Indo-European
Eastern_Pahari_Nepali_,1.0,0.0,Indo-European
Eastern_Yiddish,0.2,0.0,Indo-European
English,0.0,0.0,Indo-European
Frisian,0.2,0.0,Indo-European
German,0.0,0.0,Indo-European
Gujarati,0.2,0.25,Indo-European
Hindi,0.2,0.25,Indo-European
Hittite,0.0,0.0,Indo-European
Icelandic,0.0,0.0,Indo-European
Irish,0.0,0.0,Indo-European
Italian,0.0,0.0,Indo-European
Jamaican_Creole,0.2,0.0,Indo-European
Judeo_Tat,0.2,0.0,Indo-European
Kashmiri,0.0,0.0,Indo-European
Kriol_Roper_River,0.0,0.0,Indo-European
Kristang_(Malacca_Creole_Portugese),0.1,0.0,Indo-European
Kumaoni,0.2,0.5,Indo-European
Lahnda,0.0,0.0,Indo-European
Latin,0.2,0.0,Indo-European
Latin_,0.0,0.0,Indo-European
Latvian,0.2,0.0,Indo-European
Lithuanian,0.0,0.0,Indo-European
Luxembourgish,0.1,0.0,Indo-European
Macedonian,0.2,0.0,Indo-European
Mahasu_Pahari,0.5,0.0,Indo-European
Maithili,0.2,0.0,Indo-European
Marathi,0.2,0.0,Indo-European
Marwari_India_,0.14285714285714285,0.25,Indo-European
Middle_English,0.0,0.0,Indo-European
Middle_High_German,0.0,0.0,Indo-European
Modern_Greek,0.0,0.0,Indo-European
Modern_Welsh,0.0,0.0,Indo-European
Benga╠éli,0.4,0.25,Indo-European
Gujarati,0.3,0.0,Indo-European
Hindi,0.4,0.0,Indo-European
Mara╠éthi╠é,0.4,0.0,Indo-European
Nepali,0.9,0.5,Indo-European
Northern_Kurdish,0.0,0.0,Indo-European
Norwegian_Bokma╠èl,0.0,0.0,Indo-European
Old_English_ca_450_1100_,0.0,0.0,Indo-European
Old_High_German_ca_750_1050_,0.0,0.0,Indo-European
Old_Irish,0.0,0.0,Indo-European
Old_Norse,0.0,0.0,Indo-European
Old_Prussian,0.0,0.0,Indo-European
Old_Russian,0.0,0.0,Indo-European
Old_Welsh,0.0,0.0,Indo-European
Oriya,0.4,0.25,Indo-European
Ossetian,0.0,0.0,Indo-European
Panjabi,0.2,0.25,Indo-European
Pashto,0.2,0.0,Indo-European
Polish,0.0,0.0,Indo-European
Portuguese,0.0,0.0,Indo-European
Romanian,0.2,0.0,Indo-European
Russian,0.0,0.0,Indo-European
Russian_,0.0,0.0,Indo-European
Sanskrit,0.2,0.0,Indo-European
Sardinian,0.0,0.0,Indo-European
Saterfriesisch,0.0,0.0,Indo-European
Serbocroation,0.0,0.0,Indo-European
Serbs,0.0,0.0,Indo-European
Sindhi,0.2,0.25,Indo-European
Sinhala,0.6,0.75,Indo-European
Slovakian,0.0,0.0,Indo-European
Slovenian,0.0,0.0,Indo-European
Standard_Catalan,0.0,0.0,Indo-European
Standard_English,0.0,0.0,Indo-European
Standard_French,0.2,0.0,Indo-European
Standard_German,0.0,0.0,Indo-European
Standard_Spanish,0.2,0.0,Indo-European
Swedish,0.2,0.0,Indo-European
Tajik,1.0,0.0,Indo-European
Tok_Pisin,0.0,0.0,Indo-European
Torres_Strait_Creole_(Broken),0.0,0.0,Indo-European
Ukrainian,0.0,0.0,Indo-European
Urdu,0.2,0.25,Indo-European
Vlax_Romani,0.0,0.0,Indo-European
Wallon,0.0,0.25,Indo-European
Western_Armenian,0.2,0.0,Indo-European
Western_Farsi,0.2,0.0,Indo-European
Western_Panjabi,0.2,0.0,Indo-European
