LANGUAGE,AGE
language_1,"[1, 0]"
language_4,"[0, 0]"
language_5,"[1, 1]"
language_6,"[1, 0]"
language_7,"[0, 0]"
language_8,"[1, 1]"
language_10,"[1, 0]"
language_11,"[1, 0]"
language_12,"[0, 0]"
language_13,"[1, 1]"
language_14,"[0, 0]"
language_15,"[1, 0]"
language_17,"[1, 0]"
language_18,"[0, 0]"
language_19,"[1, 0]"
language_20,"[1, 0]"
language_21,"[1, 0]"
language_22,"[0, 0]"
language_23,"[1, 0]"
language_24,"[1, 0]"
language_26,"[0, 0]"
language_29,"[0, 0]"
language_31,"[1, 0]"
language_33,"[1, 0]"
language_34,"[1, 0]"
language_35,"[1, 0]"
language_38,"[0, 1]"
language_39,"[0, 0]"
language_41,"[0, 0]"
language_44,"[0, 0]"
language_45,"[0, 0]"
language_46,"[0, 0]"
language_47,"[1, 0]"
language_48,"[0, 1]"
language_49,"[1, 0]"
language_51,"[0, 0]"
language_52,"[1, 0]"
language_53,"[1, 0]"
language_54,"[0, 0]"
language_55,"[1, 0]"
language_56,"[1, 0]"
language_58,"[1, 0]"
language_59,"[1, 0]"
language_61,"[1, 1]"
language_62,"[1, 0]"
language_64,"[0, 0]"
language_65,"[0, 0]"
language_66,"[1, 0]"
language_67,"[1, 0]"
language_68,"[1, 1]"
language_71,"[0, 0]"
language_72,"[1, 0]"
language_73,"[1, 0]"
language_75,"[1, 0]"
language_76,"[0, 0]"
language_78,"[1, 1]"
language_79,"[1, 0]"
language_80,"[1, 0]"
language_81,"[1, 0]"
language_82,"[1, 1]"
language_83,"[1, 1]"
language_84,"[1, 0]"
language_85,"[0, 1]"
language_86,"[1, 0]"
language_87,"[1, 0]"
language_88,"[1, 0]"
language_89,"[1, 0]"
language_90,"[0, 1]"
language_91,"[0, 0]"
language_92,"[1, 0]"
language_93,"[0, 1]"
language_94,"[0, 0]"
language_98,"[1, 0]"
language_99,"[0, 1]"
language_100,"[1, 0]"
language_101,"[0, 0]"
language_102,"[1, 0]"
language_103,"[1, 0]"
language_104,"[1, 0]"
language_105,"[1, 0]"
language_106,"[1, 0]"
language_107,"[0, 0]"
language_108,"[1, 0]"
language_109,"[0, 0]"
language_110,"[0, 0]"
language_111,"[0, 0]"
language_112,"[1, 0]"
language_113,"[1, 0]"
language_115,"[0, 0]"
language_116,"[0, 1]"
language_117,"[0, 0]"
language_119,"[1, 0]"
language_121,"[0, 0]"
language_123,"[0, 0]"
language_124,"[1, 0]"
language_126,"[1, 0]"
language_127,"[1, 0]"
language_129,"[1, 0]"
language_130,"[0, 0]"
language_131,"[1, 0]"
language_132,"[0, 0]"
language_133,"[1, 0]"
language_134,"[1, 0]"
language_135,"[1, 0]"
language_137,"[0, 0]"
language_138,"[1, 0]"
language_140,"[1, 0]"
language_141,"[1, 0]"
language_142,"[1, 1]"
language_143,"[1, 0]"
language_144,"[1, 0]"
language_145,"[0, 0]"
language_146,"[1, 0]"
language_147,"[0, 0]"
language_148,"[0, 0]"
language_150,"[1, 0]"
language_151,"[1, 0]"
language_153,"[1, 0]"
language_154,"[1, 0]"
language_155,"[1, 0]"
language_157,"[0, 0]"
language_158,"[1, 0]"
language_159,"[0, 0]"
language_160,"[1, 0]"
language_161,"[1, 0]"
language_162,"[0, 0]"
language_163,"[1, 1]"
language_165,"[1, 0]"
language_166,"[0, 0]"
language_168,"[1, 0]"
language_169,"[1, 0]"
language_171,"[0, 0]"
