LANGUAGE,AGE
language_1,"[1, 0]"
language_2,"[0, 0]"
language_4,"[1, 0]"
language_5,"[0, 0]"
language_6,"[1, 0]"
language_7,"[0, 0]"
language_8,"[1, 0]"
language_10,"[1, 0]"
language_11,"[1, 0]"
language_12,"[0, 0]"
language_13,"[1, 0]"
language_15,"[0, 1]"
language_16,"[1, 0]"
language_17,"[1, 0]"
language_18,"[0, 0]"
language_19,"[0, 0]"
language_20,"[0, 0]"
language_21,"[1, 0]"
language_24,"[1, 0]"
language_27,"[1, 0]"
language_28,"[0, 0]"
language_29,"[1, 0]"
language_30,"[1, 0]"
language_31,"[1, 0]"
language_32,"[1, 0]"
language_33,"[1, 0]"
language_34,"[1, 0]"
language_37,"[1, 0]"
language_38,"[0, 0]"
language_39,"[1, 0]"
language_40,"[1, 0]"
language_41,"[0, 0]"
language_43,"[0, 0]"
language_45,"[0, 0]"
language_46,"[1, 0]"
language_47,"[1, 1]"
language_48,"[1, 0]"
language_49,"[1, 0]"
language_50,"[1, 0]"
language_51,"[0, 1]"
language_52,"[0, 0]"
language_53,"[0, 0]"
language_54,"[1, 0]"
language_55,"[1, 0]"
language_56,"[1, 0]"
language_58,"[1, 0]"
language_59,"[0, 1]"
language_60,"[1, 0]"
language_61,"[1, 0]"
language_62,"[1, 0]"
language_65,"[1, 0]"
language_66,"[0, 0]"
language_67,"[1, 0]"
language_70,"[0, 1]"
language_71,"[1, 0]"
language_72,"[1, 0]"
language_74,"[1, 0]"
language_75,"[0, 0]"
language_76,"[1, 0]"
language_77,"[0, 0]"
language_78,"[0, 0]"
language_79,"[0, 0]"
language_81,"[1, 0]"
language_82,"[1, 0]"
language_83,"[0, 0]"
language_84,"[0, 0]"
language_85,"[1, 1]"
language_87,"[0, 0]"
language_88,"[1, 0]"
language_90,"[1, 0]"
language_91,"[1, 0]"
language_92,"[1, 0]"
language_93,"[0, 0]"
language_94,"[1, 0]"
language_95,"[1, 0]"
language_96,"[0, 0]"
language_97,"[1, 0]"
language_98,"[1, 1]"
language_99,"[0, 0]"
language_100,"[0, 0]"
language_102,"[0, 0]"
language_103,"[0, 0]"
language_104,"[1, 1]"
language_105,"[1, 0]"
language_106,"[0, 1]"
language_107,"[0, 0]"
language_108,"[1, 0]"
language_110,"[0, 0]"
language_111,"[1, 0]"
language_112,"[1, 0]"
language_113,"[1, 1]"
language_114,"[0, 0]"
language_116,"[0, 0]"
language_117,"[0, 0]"
language_118,"[0, 0]"
language_119,"[1, 0]"
language_120,"[0, 0]"
language_121,"[0, 0]"
language_122,"[0, 1]"
language_123,"[1, 0]"
language_124,"[1, 0]"
language_125,"[1, 0]"
language_126,"[1, 0]"
language_127,"[1, 0]"
language_128,"[0, 0]"
language_129,"[1, 0]"
language_130,"[1, 0]"
language_131,"[1, 0]"
language_133,"[0, 0]"
language_134,"[1, 0]"
language_135,"[1, 0]"
language_136,"[0, 0]"
language_137,"[1, 0]"
language_138,"[1, 0]"
language_139,"[1, 1]"
language_141,"[1, 0]"
language_142,"[1, 0]"
language_143,"[0, 0]"
