LANGUAGE,AGE
language_1,"[0, 0]"
language_3,"[1, 0]"
language_4,"[1, 0]"
language_5,"[1, 0]"
language_6,"[1, 0]"
language_7,"[1, 0]"
language_8,"[1, 0]"
language_9,"[1, 0]"
language_10,"[0, 0]"
language_11,"[0, 0]"
language_12,"[1, 1]"
language_13,"[1, 0]"
language_14,"[0, 0]"
language_15,"[1, 0]"
language_17,"[1, 0]"
language_19,"[1, 0]"
language_20,"[0, 0]"
language_21,"[1, 0]"
language_22,"[0, 1]"
language_23,"[1, 0]"
language_25,"[1, 0]"
language_26,"[0, 0]"
language_27,"[1, 0]"
language_28,"[1, 0]"
language_29,"[1, 0]"
language_30,"[0, 1]"
language_31,"[1, 0]"
language_32,"[1, 0]"
language_34,"[0, 0]"
language_35,"[1, 0]"
language_36,"[1, 0]"
language_37,"[0, 0]"
language_38,"[1, 0]"
language_39,"[0, 0]"
language_40,"[1, 0]"
language_41,"[1, 0]"
language_42,"[1, 0]"
language_43,"[0, 0]"
language_44,"[1, 0]"
language_45,"[1, 0]"
language_46,"[1, 1]"
language_48,"[0, 0]"
language_49,"[0, 0]"
language_51,"[1, 1]"
language_52,"[1, 0]"
language_54,"[1, 0]"
language_55,"[0, 1]"
language_58,"[0, 0]"
language_59,"[1, 1]"
language_60,"[0, 0]"
language_61,"[1, 0]"
language_62,"[0, 0]"
language_63,"[1, 0]"
language_64,"[1, 0]"
language_65,"[1, 0]"
language_66,"[1, 0]"
language_67,"[0, 0]"
language_69,"[1, 0]"
language_70,"[1, 0]"
language_73,"[1, 0]"
language_74,"[1, 0]"
language_75,"[1, 0]"
language_76,"[0, 0]"
language_77,"[0, 0]"
language_78,"[1, 0]"
language_79,"[0, 0]"
language_80,"[1, 1]"
language_81,"[1, 0]"
language_82,"[0, 0]"
language_84,"[1, 1]"
language_85,"[1, 0]"
language_87,"[1, 0]"
language_88,"[1, 0]"
language_89,"[0, 0]"
language_90,"[0, 0]"
language_91,"[1, 0]"
language_92,"[1, 0]"
language_94,"[1, 0]"
language_95,"[1, 0]"
language_96,"[1, 0]"
language_98,"[0, 0]"
language_99,"[1, 0]"
language_100,"[1, 0]"
language_101,"[1, 1]"
language_102,"[0, 1]"
language_103,"[0, 0]"
language_104,"[0, 0]"
language_105,"[1, 0]"
language_106,"[0, 0]"
language_107,"[1, 0]"
language_109,"[0, 1]"
language_110,"[1, 0]"
language_111,"[0, 0]"
language_113,"[0, 0]"
language_114,"[1, 0]"
language_115,"[1, 0]"
language_117,"[1, 0]"
language_118,"[1, 0]"
language_119,"[1, 1]"
language_120,"[0, 0]"
language_121,"[1, 0]"
language_122,"[0, 0]"
language_123,"[1, 0]"
language_124,"[1, 0]"
language_125,"[0, 0]"
language_126,"[0, 0]"
language_127,"[0, 0]"
language_128,"[0, 0]"
language_129,"[0, 0]"
language_130,"[1, 0]"
language_131,"[1, 0]"
language_132,"[1, 1]"
language_133,"[0, 0]"
language_134,"[0, 0]"
language_135,"[1, 1]"
language_136,"[0, 1]"
language_137,"[0, 0]"
language_138,"[0, 0]"
language_139,"[1, 0]"
language_140,"[1, 0]"
language_143,"[0, 0]"
language_144,"[1, 0]"
language_145,"[1, 1]"
language_146,"[0, 0]"
language_147,"[1, 0]"
language_148,"[1, 0]"
language_149,"[1, 0]"
language_150,"[1, 1]"
language_151,"[1, 0]"
language_152,"[1, 0]"
language_153,"[0, 0]"
language_154,"[1, 0]"
language_156,"[0, 1]"
language_159,"[0, 0]"
language_160,"[1, 0]"
language_161,"[1, 0]"
language_162,"[1, 1]"
language_163,"[1, 0]"
language_164,"[1, 0]"
language_166,"[0, 0]"
language_167,"[0, 0]"
language_168,"[1, 1]"
language_169,"[1, 0]"
language_170,"[0, 0]"
language_173,"[1, 0]"
language_174,"[0, 0]"
language_175,"[1, 0]"
language_176,"[0, 0]"
language_177,"[0, 0]"
language_178,"[0, 0]"
language_179,"[1, 0]"
language_181,"[1, 1]"
language_184,"[0, 0]"
language_185,"[1, 0]"
language_186,"[1, 0]"
language_187,"[1, 0]"
language_188,"[0, 0]"
language_189,"[0, 0]"
language_192,"[1, 0]"
language_193,"[0, 0]"
language_194,"[0, 0]"
language_195,"[0, 0]"
language_196,"[1, 0]"
language_197,"[0, 0]"
language_198,"[0, 1]"
language_199,"[0, 0]"
language_200,"[1, 0]"
language_201,"[1, 0]"
language_202,"[1, 0]"
language_203,"[0, 0]"
language_205,"[1, 0]"
language_206,"[1, 0]"
language_207,"[1, 0]"
language_208,"[1, 0]"
language_209,"[1, 0]"
language_211,"[0, 0]"
language_212,"[0, 0]"
language_213,"[1, 0]"
language_214,"[1, 0]"
language_215,"[1, 0]"
language_216,"[0, 0]"
language_218,"[1, 0]"
language_219,"[1, 0]"
language_220,"[1, 0]"
language_221,"[1, 1]"
language_222,"[0, 0]"
language_223,"[0, 0]"
language_225,"[0, 0]"
language_226,"[1, 0]"
language_227,"[1, 0]"
language_228,"[1, 1]"
language_229,"[0, 0]"
language_230,"[0, 0]"
language_231,"[1, 0]"
language_232,"[1, 0]"
language_233,"[1, 0]"
language_234,"[1, 0]"
language_235,"[1, 0]"
language_237,"[1, 0]"
language_238,"[0, 0]"
language_241,"[1, 0]"
language_242,"[0, 0]"
language_243,"[1, 0]"
language_246,"[0, 0]"
language_247,"[1, 0]"
language_249,"[1, 0]"
language_250,"[0, 1]"
language_251,"[1, 0]"
language_252,"[1, 0]"
language_253,"[1, 0]"
language_254,"[1, 0]"
language_255,"[1, 1]"
language_256,"[0, 0]"
language_257,"[1, 0]"
language_258,"[1, 0]"
language_259,"[1, 0]"
language_260,"[1, 0]"
language_261,"[1, 0]"
language_262,"[1, 0]"
language_263,"[1, 0]"
language_264,"[0, 0]"
language_265,"[1, 0]"
language_266,"[1, 0]"
language_267,"[0, 0]"
language_268,"[0, 0]"
language_269,"[1, 0]"
language_270,"[0, 0]"
language_272,"[1, 0]"
language_273,"[0, 1]"
language_274,"[0, 0]"
language_275,"[1, 0]"
language_277,"[1, 0]"
language_279,"[1, 1]"
language_280,"[0, 0]"
language_281,"[1, 0]"
language_282,"[1, 0]"
language_283,"[1, 0]"
language_285,"[0, 0]"
language_287,"[1, 0]"
language_289,"[0, 0]"
language_290,"[1, 0]"
language_291,"[1, 0]"
language_293,"[1, 1]"
language_295,"[1, 0]"
language_296,"[1, 0]"
language_298,"[1, 0]"
language_299,"[1, 0]"
language_301,"[0, 0]"
language_302,"[0, 0]"
language_305,"[0, 0]"
language_306,"[1, 0]"
language_307,"[0, 0]"
language_308,"[1, 0]"
language_309,"[0, 1]"
language_310,"[1, 0]"
language_311,"[1, 1]"
language_312,"[1, 1]"
language_314,"[1, 0]"
language_315,"[0, 0]"
language_316,"[0, 0]"
language_317,"[1, 0]"
language_318,"[1, 0]"
language_319,"[0, 0]"
language_321,"[1, 0]"
language_322,"[0, 0]"
language_323,"[0, 0]"
language_324,"[1, 0]"
language_325,"[1, 0]"
language_326,"[1, 0]"
language_327,"[1, 1]"
language_328,"[1, 0]"
language_329,"[1, 0]"
language_330,"[1, 0]"
language_331,"[1, 0]"
language_332,"[0, 0]"
language_333,"[1, 0]"
language_334,"[1, 0]"
language_335,"[1, 1]"
language_336,"[1, 0]"
language_338,"[1, 0]"
language_340,"[1, 0]"
language_341,"[1, 0]"
language_342,"[0, 0]"
language_344,"[1, 0]"
language_345,"[1, 1]"
language_346,"[1, 0]"
language_347,"[0, 0]"
language_348,"[0, 1]"
language_349,"[1, 0]"
language_350,"[0, 0]"
language_353,"[1, 0]"
language_355,"[1, 0]"
language_356,"[1, 0]"
language_357,"[0, 0]"
language_358,"[1, 0]"
language_359,"[1, 0]"
language_360,"[1, 0]"
language_361,"[0, 0]"
language_362,"[0, 1]"
language_364,"[1, 0]"
language_365,"[1, 0]"
language_367,"[1, 0]"
language_370,"[1, 0]"
language_371,"[1, 0]"
language_372,"[1, 0]"
language_373,"[1, 1]"
language_375,"[1, 0]"
language_376,"[1, 0]"
language_377,"[1, 0]"
language_378,"[0, 0]"
language_379,"[1, 0]"
language_380,"[1, 0]"
language_381,"[0, 0]"
language_382,"[0, 0]"
language_383,"[1, 0]"
language_384,"[1, 0]"
language_385,"[0, 0]"
language_388,"[1, 0]"
language_389,"[1, 0]"
language_390,"[1, 0]"
language_391,"[1, 0]"
language_392,"[0, 0]"
language_393,"[1, 0]"
language_395,"[0, 0]"
language_396,"[0, 1]"
language_397,"[1, 0]"
language_398,"[0, 1]"
language_399,"[0, 0]"
language_400,"[1, 0]"
language_401,"[0, 0]"
language_403,"[0, 0]"
language_404,"[1, 0]"
language_407,"[0, 0]"
language_408,"[1, 0]"
language_409,"[1, 0]"
language_410,"[1, 0]"
language_411,"[0, 0]"
language_412,"[0, 0]"
language_414,"[1, 1]"
language_415,"[1, 0]"
language_416,"[1, 0]"
language_417,"[1, 0]"
language_418,"[1, 0]"
language_419,"[1, 0]"
language_420,"[1, 0]"
language_421,"[0, 0]"
language_422,"[0, 0]"
language_423,"[1, 1]"
language_424,"[1, 0]"
language_425,"[1, 0]"
language_426,"[0, 0]"
language_427,"[1, 1]"
language_428,"[1, 0]"
language_429,"[1, 0]"
language_430,"[1, 0]"
language_431,"[0, 0]"
language_432,"[0, 0]"
language_433,"[1, 0]"
language_434,"[1, 0]"
language_435,"[1, 0]"
language_437,"[0, 0]"
language_438,"[1, 0]"
language_439,"[1, 0]"
language_441,"[1, 0]"
language_443,"[1, 0]"
language_444,"[0, 0]"
language_445,"[1, 0]"
language_446,"[1, 0]"
language_449,"[1, 0]"
language_450,"[0, 0]"
language_451,"[1, 0]"
language_452,"[1, 1]"
language_453,"[0, 0]"
language_454,"[1, 0]"
language_455,"[1, 0]"
language_456,"[0, 0]"
language_457,"[1, 0]"
language_458,"[1, 1]"
language_459,"[0, 0]"
language_461,"[1, 0]"
language_462,"[1, 0]"
language_463,"[0, 0]"
language_464,"[0, 0]"
language_466,"[1, 0]"
language_467,"[1, 0]"
language_469,"[0, 0]"
language_470,"[1, 0]"
language_471,"[0, 0]"
language_473,"[0, 0]"
language_474,"[1, 1]"
language_475,"[0, 0]"
language_476,"[1, 0]"
language_477,"[1, 0]"
language_478,"[0, 0]"
language_480,"[0, 0]"
language_482,"[0, 0]"
language_483,"[1, 0]"
language_484,"[1, 0]"
language_485,"[1, 0]"
language_486,"[1, 0]"
language_487,"[1, 0]"
language_488,"[0, 0]"
language_490,"[1, 0]"
language_491,"[1, 0]"
